source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,n_sources,n_primary_sources,n_references,references_stripped
P08047,P43356,SP1,MAGEA2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P43357,SP1,MAGEA3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P43360,SP1,MAGEA6,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P43366,SP1,MAGEB1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O15479,SP1,MAGEB2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q06413,SP1,MEF2C,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P40692,SP1,MLH1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9BV36,SP1,MLPH,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P09238,SP1,MMP10,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P35548,SP1,MSX2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P13640,SP1,MT1G,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9Y483,SP1,MTF2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q13203,SP1,MYBPH,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96EZ4,SP1,MYEOV,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q7Z406,SP1,MYH14,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P10916,SP1,MYL2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96A32,SP1,MYL11,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O43795,SP1,MYO1B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8WXR4,SP1,MYO3B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P15173,SP1,MYOG,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q6NZ67,SP1,MZT2B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96RE7,SP1,NACC1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O96009,SP1,NAPSA,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9Y2A7,SP1,NCKAP1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P19338,SP1,NCL,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q16617,SP1,NKG7,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P48645,SP1,NMU,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9HC29,SP1,NOD2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q6P988,SP1,NOTUM,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9UND3,SP1,NPIPA1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q6UXI9,SP1,NPNT,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q92636,SP1,NSMAF,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P36639,SP1,NUDT1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O95989,SP1,NUDT3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P49790,SP1,NUP153,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P35658,SP1,NUP214,True,False,False,False,False,False,0,,ENCODE-distal;ENCODE-proximal,2,2,,
P08047,Q9H4D5,SP1,NXF3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O75665,SP1,OFD1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96CV9,SP1,OPTN,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9UBD5,SP1,ORC3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9BXB5,SP1,OSBPL10,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O00398,SP1,P2RY10,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96G91,SP1,P2RY11,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P41231,SP1,P2RY2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O75459,SP1,PAGE1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O76074,SP1,PDE5A,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8N165,SP1,PDIK1L,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96FX8,SP1,PERP,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P00558,SP1,PGK1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96G03,SP1,PGM2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q13492,SP1,PICALM,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P48736,SP1,PIK3CG,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P30613,SP1,PKLR,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P51178,SP1,PLCD1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P19174,SP1,PLCG1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P08567,SP1,PLEK,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9Y2H5,SP1,PLEKHA6,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P30876,SP1,POLR2B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9H1A7,SP1,POLR2J3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q15063,SP1,POSTN,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P09086,SP1,POU2F2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O75335,SP1,PPFIA4,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O43314,SP1,PPIP5K2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8N3J5,SP1,PPM1K,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96KQ4,SP1,PPP1R13B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P31323,SP1,PRKAR2B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8N271,SP1,PROM2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96M27,SP1,PRRC1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P28065,SP1,PSMB9,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q06323,SP1,PSME1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q969U7,SP1,PSMG2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P23467,SP1,PTPRB,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P08575,SP1,PTPRC,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P23469,SP1,PTPRE,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q13332,SP1,PTPRS,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P06737,SP1,PYGL,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9P0K7,SP1,RAI14,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9UHV5,SP1,RAPGEFL1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q86YV0,SP1,RASAL3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8IV61,SP1,RASGRP3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9H2L5,SP1,RASSF4,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9Y2P8,SP1,RCL1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P35241,SP1,RDX,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O94762,SP1,RECQL5,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q02094,SP1,RHAG,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q02161,SP1,RHD,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q15669,SP1,RHOH,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9BQY4,SP1,RHOXF2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P0C7M4,SP1,RHOXF2B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q5UIP0,SP1,RIF1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P40429,SP1,RPL13A,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P62701,SP1,RPS4X,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8WYR4,SP1,RSPH1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9BSG5,SP1,RTBDN,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9NZ71,SP1,RTEL1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q13761,SP1,RUNX3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9NSI8,SP1,SAMSN1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O75995,SP1,SASH3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q52WX2,SP1,SBK1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q6UWP8,SP1,SBSN,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q6R2W3,SP1,SCAND3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O95171,SP1,SCEL,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8WUS8,SP1,SDR42E1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O15027,SP1,SEC16A,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P48595,SP1,SERPINB10,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9UIV8,SP1,SERPINB13,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P29508,SP1,SERPINB3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O75635,SP1,SERPINB7,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8N474,SP1,SFRP1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q16586,SP1,SGCA,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8IWX5,SP1,SGPP2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96IW2,SP1,SHD,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,B4DS77,SP1,SHISA9,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O15266,SP1,SHOX,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P63208,SP1,SKP1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8WWT9,SP1,SLC13A3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q7RTX9,SP1,SLC16A14,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P22732,SP1,SLC2A5,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q6ZMH5,SP1,SLC39A5,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9NP59,SP1,SLC40A1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P02730,SP1,SLC4A1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q969G3,SP1,SMARCE1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9H7B4,SP1,SMYD3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q7Z614,SP1,SNX20,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O14508,SP1,SOCS2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q13342,SP1,SP140,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q01892,SP1,SPIB,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q6ZRS2,SP1,SRCAP,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q86TD4,SP1,SRL,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P78362,SP1,SRPK2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8IYB3,SP1,SRRM1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9Y5Y6,SP1,ST14,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9NSC7,SP1,ST6GALNAC1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9UJ37,SP1,ST6GALNAC2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q92186,SP1,ST8SIA2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8N3U4,SP1,STAG2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9ULZ2,SP1,STAP1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9Y3M8,SP1,STARD13,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P51692,SP1,STAT5B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q06520,SP1,SULT2A1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96SF7,SP1,TBX15,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9BXT5,SP1,TEX15,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9GZM7,SP1,TINAGL1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P51854,SP1,TKTL1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q15399,SP1,TLR1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9BXR5,SP1,TLR10,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9Y2C9,SP1,TLR6,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9NYK1,SP1,TLR7,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q4V9L6,SP1,TMEM119,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8IUX1,SP1,TMEM126B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,B4DJY2,SP1,TMEM233,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9BTX1,SP1,NDC1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96RJ3,SP1,TNFRSF13C,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q02223,SP1,TNFRSF17,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O95407,SP1,TNFRSF6B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8IZW8,SP1,TNS4,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9HCN2,SP1,TP53AIP1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q13625,SP1,TP53BP2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P13693,SP1,TPT1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q13114,SP1,TRAF3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q7Z2T5,SP1,TRMT1L,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9BSL1,SP1,UBAC1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q14157,SP1,UBAP2L,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q5T4S7,SP1,UBR4,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9Y2K6,SP1,USP20,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9HCJ6,SP1,VAT1L,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9H320,SP1,VCX,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9H321,SP1,VCX3B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8N2E2,SP1,VWDE,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8N5D0,SP1,WDTC1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,O96028,SP1,NSD2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9NZC7,SP1,WWOX,True,False,False,False,False,False,0,,ENCODE-distal;ENCODE-proximal,2,2,,
P08047,P55808,SP1,XG,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P46937,SP1,YAP1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P07947,SP1,YES1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8IWR0,SP1,ZC3H7A,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8N3Z6,SP1,ZCCHC7,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,P52739,SP1,ZNF131,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q9Y473,SP1,ZNF175,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q70YC5,SP1,ZNF365,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q70YC4,SP1,ZNF365,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q14592,SP1,ZNF460,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q96SQ5,SP1,ZNF587,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P08047,Q8IYB9,SP1,ZNF595,True,False,False,False,False,False,0,,ENCODE-distal;ENCODE-proximal,2,2,,
P08047,Q5CZA5,SP1,ZNF805,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,Q9BZE9,SP2,ASPSCR1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,P09564,SP2,CD7,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,O75462,SP2,CRLF1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,Q14213,SP2,EBI3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,O95905,SP2,ECD,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,P21860,SP2,ERBB3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,P38117,SP2,ETFB,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,Q14390,SP2,GGTLC2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,Q13402,SP2,MYO7A,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,Q6P988,SP2,NOTUM,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,Q86VZ1,SP2,P2RY8,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,Q6ZMH5,SP2,SLC39A5,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
Q02086,Q06520,SP2,SULT2A1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,A8K2U0,SPI1,A2ML1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q53FZ2,SPI1,ACSM3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q9NR19,SPI1,ACSS2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q8N4X5,SPI1,AFAP1L2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q63HM1,SPI1,AFMID,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,O95994,SPI1,AGR2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q8TD06,SPI1,AGR3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P01019,SPI1,AGT,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P02765,SPI1,AHSG,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q96GD4,SPI1,AURKB,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q9UMX9,SPI1,SLC45A2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q04828,SPI1,AKR1C1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P42330,SPI1,AKR1C3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P47895,SPI1,ALDH1A3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,O15296,SPI1,ALOX15B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q60I27,SPI1,ALS2CL,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q9BXJ7,SPI1,AMN,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q400G9,SPI1,AMZ1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P03950,SPI1,ANG,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q5XXA6,SPI1,ANO1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P12429,SPI1,ANXA3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P13928,SPI1,ANXA8,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q5VT79,SPI1,ANXA8L1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q16853,SPI1,AOC3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q06481,SPI1,APLP2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P02749,SPI1,APOH,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q92482,SPI1,AQP3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P15514,SPI1,AREG,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q6ZUM4,SPI1,ARHGAP27,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,A7KAX9,SPI1,ARHGAP32,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q92747,SPI1,ARPC1A,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P50553,SPI1,ASCL1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q9BZE9,SPI1,ASPSCR1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,O43520,SPI1,ATP8B1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q9BYG0,SPI1,B3GNT5,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,O75363,SPI1,BCAS1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q8TDM0,SPI1,BCAS4,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q9NYF8,SPI1,BCLAF1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P18075,SPI1,BMP7,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q01954,SPI1,BNC1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P38398,SPI1,BRCA1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q5SXH7,SPI1,PLEKHS1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q6UWK7,SPI1,GPR15LG,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q9H714,SPI1,RUBCNL,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q6UWD8,SPI1,C16orf54,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q96GX8,SPI1,C16orf74,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q9GZP8,SPI1,IMUP,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q9BW04,SPI1,SARG,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P01024,SPI1,C3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q8IY42,SPI1,PGCKA1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,O43570,SPI1,CA12,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P00918,SPI1,CA2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P35218,SPI1,CA5A,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q9UBN1,SPI1,CACNG4,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P27482,SPI1,CALML3,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q9NZT1,SPI1,CALML5,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P40121,SPI1,CAPG,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q96L46,SPI1,CAPNS2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q13938,SPI1,CAPS,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P31944,SPI1,CASP14,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q16627,SPI1,CCL14,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,O75909,SPI1,CCNK,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P46092,SPI1,CCR10,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P09564,SPI1,CD7,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P32970,SPI1,CD70,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P11912,SPI1,CD79A,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P40259,SPI1,CD79B,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q00532,SPI1,CDKL1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P13688,SPI1,CEACAM1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q3KPI0,SPI1,CEACAM21,True,False,False,False,False,False,0,,ENCODE-distal;ENCODE-proximal,2,2,,
P17947,P06731,SPI1,CEACAM5,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P40199,SPI1,CEACAM6,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,P23141,SPI1,CES1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q8TD26,SPI1,CHD6,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q15782,SPI1,CHI3L2,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,O00533,SPI1,CHL1,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,Q9UHD4,SPI1,CIDEB,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
P17947,O95484,SPI1,CLDN9,True,False,False,False,False,False,0,,ENCODE-distal,1,1,,
