rank,term,p_value,z_score,combined_score,overlap_genes,adjusted_p_value,old_p_value,old_adjusted_p_value,neg_log10_adj_p,overlap_count
86,Regulation Of Interleukin-8 Production (GO:0032677),0.0010935526678219588,16.261865793780686,110.87866258284605,"['SERPINE1', 'TLR4', 'HSPA1A']",0.012563139951256923,0,0,1.9009018022327846,3
87,Regulation Of Mitotic Spindle Assembly (GO:1901673),0.0011307590059983252,46.138888888888886,313.0461870363529,"['PLK1', 'HSPA1A']",0.012695339749163013,0,0,1.8963556721662063,2
88,Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030),0.0011307590059983252,46.138888888888886,313.0461870363529,"['CDKN1A', 'PLK1']",0.012695339749163013,0,0,1.8963556721662063,2
89,Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),0.001173523974472874,15.85372340425532,106.97686877010655,"['CDC20', 'PLK1', 'HSPA1A']",0.013027434682912354,0,0,1.8851410956259376,3
90,Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281),0.001214856619110629,15.657210401891254,105.10887662312086,"['SRC', 'MYC', 'SFN']",0.013336425996458904,0,0,1.8749605405828262,3
91,Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971),0.0012477930702112238,43.708333333333336,292.25047477799524,"['CCND1', 'CDC25B']",0.013547467619436145,0,0,1.8681418783459838,2
92,Cellular Response To Peptide Hormone Stimulus (GO:0071375),0.0014352931477222535,14.743196437407224,96.51465720793364,"['XBP1', 'SRC', 'INSIG1']",0.015413800325538985,0,0,1.8120902712795726,3
93,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042),0.0014985033958486917,39.541666666666664,257.15086234948103,"['SERPINE1', 'HMOX1']",0.015750227181899015,0,0,1.8027131775484402,2
94,Translesion Synthesis (GO:0019985),0.0014985033958486917,39.541666666666664,257.15086234948103,"['PCNA', 'POLE2']",0.015750227181899015,0,0,1.8027131775484402,2
95,ERK1 And ERK2 Cascade (GO:0070371),0.001632124977335775,37.74242424242424,242.22606459531664,"['MYC', 'DUSP6']",0.01645448446538516,0,0,1.7837157200147502,2
96,Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235),0.001632124977335775,37.74242424242424,242.22606459531664,"['XBP1', 'HSPA1A']",0.01645448446538516,0,0,1.7837157200147502,2
97,Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751),0.001632124977335775,37.74242424242424,242.22606459531664,"['CCND1', 'CDC25B']",0.01645448446538516,0,0,1.7837157200147502,2
98,Secondary Alcohol Biosynthetic Process (GO:1902653),0.001632124977335775,37.74242424242424,242.22606459531664,"['HMGCS1', 'INSIG1']",0.01645448446538516,0,0,1.7837157200147502,2
99,Regulation Of Angiogenesis (GO:0045765),0.0017074182405749426,8.54380272550292,54.447714046538756,"['CD40', 'XBP1', 'SERPINE1', 'HMOX1']",0.017039689107960033,0,0,1.7685383332740803,4
100,Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573),0.0017712212130127313,36.09963768115942,228.73040961874747,"['XBP1', 'HSPA1A']",0.0171565348868292,0,0,1.7655704222850768,2
101,Cholesterol Biosynthetic Process (GO:0006695),0.0017712212130127313,36.09963768115942,228.73040961874747,"['HMGCS1', 'INSIG1']",0.0171565348868292,0,0,1.7655704222850768,2
102,Regulation Of Cell Cycle Phase Transition (GO:1901987),0.0017712212130127313,36.09963768115942,228.73040961874747,"['CDKN1A', 'PLK1']",0.0171565348868292,0,0,1.7655704222850768,2
103,Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334),0.0018922236540246308,13.340425531914894,83.64450283646559,"['MMP1', 'SRC', 'TLR4']",0.017525702090583725,0,0,1.7563245749043164,3
104,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),0.0018972595107709551,5.105359957961114,31.99705116815704,"['RRAGA', 'CD40', 'CASP10', 'SRC', 'HMOX1', 'TLR4']",0.017525702090583725,0,0,1.7563245749043164,6
105,Spindle Assembly Checkpoint Signaling (GO:0071173),0.0019157650058532817,34.59375,216.47517339281177,"['CDC20', 'PLK1']",0.017525702090583725,0,0,1.7563245749043164,2
106,Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571),0.0019157650058532817,34.59375,216.47517339281177,"['CDKN1A', 'CCND1']",0.017525702090583725,0,0,1.7563245749043164,2
107,Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094),0.0019157650058532817,34.59375,216.47517339281177,"['CDC20', 'PLK1']",0.017525702090583725,0,0,1.7563245749043164,2
108,Mitotic Spindle Checkpoint Signaling (GO:0071174),0.0019157650058532817,34.59375,216.47517339281177,"['CDC20', 'PLK1']",0.017525702090583725,0,0,1.7563245749043164,2
109,Response To UV (GO:0009411),0.0020046761378758565,13.064049133581927,81.15743654844592,"['PCNA', 'CCND1', 'MYC']",0.01817082591028758,0,0,1.740625332453734,3
110,Cellular Response To Acid Chemical (GO:0071229),0.002065729354554346,33.208333333333336,205.3029465636782,"['XBP1', 'RRAGA']",0.018386852272970215,0,0,1.7354926132028017,2
111,Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443),0.002065729354554346,33.208333333333336,205.3029465636782,"['CDC20', 'PLK1']",0.018386852272970215,0,0,1.7354926132028017,2
112,Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841),0.002221087354345103,31.92948717948718,195.08145262248803,"['CDC20', 'PLK1']",0.01908203744428662,0,0,1.7193752562791909,2
113,Positive Regulation Of Fibroblast Proliferation (GO:0048146),0.002221087354345103,31.92948717948718,195.08145262248803,"['CDKN1A', 'MYC']",0.01908203744428662,0,0,1.7193752562791909,2
114,Sterol Biosynthetic Process (GO:0016126),0.002221087354345103,31.92948717948718,195.08145262248803,"['HMGCS1', 'INSIG1']",0.01908203744428662,0,0,1.7193752562791909,2
115,Regulation Of Bone Resorption (GO:0045124),0.002221087354345103,31.92948717948718,195.08145262248803,"['SRC', 'SPP1']",0.01908203744428662,0,0,1.7193752562791909,2
116,Positive Regulation Of Inflammatory Response (GO:0050729),0.0022418858798504493,12.544133136717926,76.5247046664134,"['NFKBIA', 'SERPINE1', 'TLR4']",0.01909468318355383,0,0,1.7190875429872223,3
117,Cellular Response To Organonitrogen Compound (GO:0071417),0.002303789221887634,12.42052565707134,75.43233671724062,"['EGR1', 'RRAGA', 'XBP1']",0.01928877417718577,0,0,1.7146953713711461,3
118,Intrinsic Apoptotic Signaling Pathway (GO:0097193),0.002303789221887634,12.42052565707134,75.43233671724062,"['CDKN1A', 'SFN', 'CHAC1']",0.01928877417718577,0,0,1.7146953713711461,3
119,Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),0.0023667454978385074,12.299318322660607,74.36462396066707,"['CDKN1A', 'ID2', 'KIF14']",0.01928877417718577,0,0,1.7146953713711461,3
120,Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320),0.0023818121959682833,30.74537037037037,185.6987673947897,"['EGR1', 'HSPA1A']",0.01928877417718577,0,0,1.7146953713711461,2
121,Regulation Of Spindle Assembly (GO:0090169),0.0023818121959682833,30.74537037037037,185.6987673947897,"['PLK1', 'HSPA1A']",0.01928877417718577,0,0,1.7146953713711461,2
122,Response To Steroid Hormone (GO:0048545),0.0023818121959682833,30.74537037037037,185.6987673947897,"['HSPA8', 'HSPA1A']",0.01928877417718577,0,0,1.7146953713711461,2
123,Regulation Of Cell Growth (GO:0001558),0.0024729928488775024,7.692337687658413,46.171919904388,"['CDKN1A', 'KIF14', 'JADE2', 'HSPA1A']",0.019622088777288594,0,0,1.7072547637162259,4
124,Positive Regulation Of DNA Metabolic Process (GO:0051054),0.0024958414919694924,12.063829787234043,72.30009219407567,"['USP7', 'PCNA', 'MYC']",0.019622088777288594,0,0,1.7072547637162259,3
125,Negative Regulation Of Cell Population Proliferation (GO:0008285),0.0025046631439755054,5.815805109922757,34.83435225893759,"['CDKN1A', 'MYC', 'DNAJA3', 'HMOX1', 'HSPA1A']",0.019622088777288594,0,0,1.7072547637162259,5
126,Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762),0.002547877166796628,29.645833333333332,177.0595839464994,"['MYC', 'TLR4']",0.019622088777288594,0,0,1.7072547637162259,2
127,Response To Amino Acid (GO:0043200),0.002547877166796628,29.645833333333332,177.0595839464994,"['XBP1', 'RRAGA']",0.019622088777288594,0,0,1.7072547637162259,2
128,Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),0.002547877166796628,29.645833333333332,177.0595839464994,"['CDKN1A', 'PLK1']",0.019622088777288594,0,0,1.7072547637162259,2
129,Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434),0.0025619933727431465,11.949417904456041,71.30181411758254,"['USP7', 'PLK1', 'HSPA1A']",0.019622088777288594,0,0,1.7072547637162259,3
130,Positive Regulation Of Phosphorylation (GO:0042327),0.002633887497653225,7.555257613484007,44.87289914494664,"['CCNA2', 'CD40', 'CDKN1A', 'CCND1']",0.02001754498216451,0,0,1.6985891869005285,4
131,Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),0.0027192556482504363,28.62212643678161,169.08226656127547,"['SERPINE1', 'HMOX1']",0.02020018481557467,0,0,1.6946446570871847,2
132,Negative Regulation Of DNA Biosynthetic Process (GO:2000279),0.0027192556482504363,28.62212643678161,169.08226656127547,"['CDKN1A', 'SRC']",0.02020018481557467,0,0,1.6946446570871847,2
133,Negative Regulation Of Cell-Matrix Adhesion (GO:0001953),0.0027192556482504363,28.62212643678161,169.08226656127547,"['SRC', 'SERPINE1']",0.02020018481557467,0,0,1.6946446570871847,2
134,Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438),0.0028959211173454295,27.666666666666668,161.69650653172428,"['CDC20', 'PLK1']",0.021133242356058696,0,0,1.6750338664442421,2
135,Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),0.0028959211173454295,27.666666666666668,161.69650653172428,"['HSPA8', 'HSPA1A']",0.021133242356058696,0,0,1.6750338664442421,2
136,Regulation Of MAP Kinase Activity (GO:0043405),0.002909029312170023,11.408280621046579,66.623626679358,"['CD40', 'RGS2', 'TLR4']",0.021133242356058696,0,0,1.6750338664442421,3
137,Positive Regulation Of Interleukin-12 Production (GO:0032735),0.003077847146316263,26.772849462365592,154.84144163978604,"['CD40', 'TLR4']",0.022035601308409185,0,0,1.6568750939463956,2
138,Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),0.003077847146316263,26.772849462365592,154.84144163978604,"['HSPA8', 'TLR4']",0.022035601308409185,0,0,1.6568750939463956,2
139,ATP Metabolic Process (GO:0046034),0.003265007400933762,25.934895833333332,148.46413612460563,"['HSPA8', 'HSPA1A']",0.0226875155059552,0,0,1.6442130607978407,2
140,Regulation Of DNA Biosynthetic Process (GO:2000278),0.003265007400933762,25.934895833333332,148.46413612460563,"['CDKN1A', 'JADE2']",0.0226875155059552,0,0,1.6442130607978407,2
141,Regulation Of Protein Kinase Activity (GO:0045859),0.0032837193495461473,10.913793103448276,62.413565909911824,"['CCNA2', 'CDKN1A', 'SFN']",0.0226875155059552,0,0,1.6442130607978407,3
142,Regulation Of Protein-Containing Complex Assembly (GO:0043254),0.0032837193495461473,10.913793103448276,62.413565909911824,"['HSPA8', 'MMP1', 'SRC']",0.0226875155059552,0,0,1.6442130607978407,3
143,Cellular Response To Tumor Necrosis Factor (GO:0071356),0.0032837193495461473,10.913793103448276,62.413565909911824,"['NFKBIA', 'RRAGA', 'CD40']",0.0226875155059552,0,0,1.6442130607978407,3
144,Cellular Response To Amino Acid Stimulus (GO:0071230),0.0034573756419477466,25.147727272727273,142.5183432834292,"['XBP1', 'RRAGA']",0.023721438432252592,0,0,1.6248589795468569,2
145,Positive Regulation Of Cellular Process (GO:0048522),0.00350600241474516,4.490259740259741,25.38469021288333,"['FOSL1', 'XBP1', 'MYC', 'KIF14', 'TLR4', 'CDC25B']",0.023889175074263573,0,0,1.6217988467708777,6
146,Positive Regulation Of Defense Response (GO:0031349),0.003686751554553751,10.460172322841569,58.60844537950275,"['NFKBIA', 'SERPINE1', 'TLR4']",0.024778983237408885,0,0,1.6059165181150088,3
147,Regulation Of DNA Metabolic Process (GO:0051052),0.003686751554553751,10.460172322841569,58.60844537950275,"['CCNA2', 'MYC', 'JADE2']",0.024778983237408885,0,0,1.6059165181150088,3
148,Regulation Of Mitotic Cell Cycle (GO:0007346),0.0037708170170264164,10.3739100104639,57.89122705378868,"['CDC20', 'PLK1', 'CDC25B']",0.025172751437987157,0,0,1.5990693124997801,3
149,Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),0.0038576315924392225,23.708333333333332,131.76384828572083,"['CDKN1A', 'HMOX1']",0.02540893342219968,0,0,1.5950135647243258,2
150,Negative Regulation Of Transferase Activity (GO:0051348),0.0038576315924392225,23.708333333333332,131.76384828572083,"['CDC20', 'SRC']",0.02540893342219968,0,0,1.5950135647243258,2
151,Regulation Of Telomere Maintenance (GO:0032204),0.0040654672914765,23.04861111111111,126.88782669928547,"['USP7', 'MYC']",0.02642553739459725,0,0,1.5779761720381305,2
152,Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),0.0040654672914765,23.04861111111111,126.88782669928547,"['NFKBIA', 'RRAGA']",0.02642553739459725,0,0,1.5779761720381305,2
153,Regulation Of Cell Cycle Process (GO:0010564),0.0042087165784917896,9.962975372759256,54.503428450512054,"['MYC', 'PLK1', 'KIF20A']",0.027177856075489466,0,0,1.565784805561886,3
154,Regulation Of Mitotic Spindle Organization (GO:0060236),0.0042784069542198405,22.42454954954955,122.3074073504305,"['PLK1', 'HSPA1A']",0.02724562543799682,0,0,1.5647032181818534,2
155,Positive Regulation Of Cytokinesis (GO:0032467),0.0042784069542198405,22.42454954954955,122.3074073504305,"['KIF14', 'CDC25B']",0.02724562543799682,0,0,1.5647032181818534,2
156,Regulation Of Protein Phosphorylation (GO:0001932),0.004301940858631077,6.559720139930035,35.74187494093898,"['CCNA2', 'CD40', 'CDKN1A', 'CCND1']",0.02724562543799682,0,0,1.5647032181818534,4
157,Regulation Of Cell Migration (GO:0030334),0.004466140094586508,5.055944055944056,27.35887998076375,"['CCNA2', 'XBP1', 'SRC', 'SERPINE1', 'KIF14']",0.028105391168480702,0,0,1.551210365854749,5
158,Positive Regulation Of Wound Healing (GO:0090303),0.004496424806807151,21.833333333333332,117.99765363023795,"['XBP1', 'SERPINE1']",0.028116884234971298,0,0,1.551032807213064,2
159,Response To Amino Acid Starvation (GO:1990928),0.004719495169738577,21.272435897435898,113.93630347986566,"['CDKN1A', 'RRAGA']",0.029326171243407008,0,0,1.5327446337941606,2
160,Cellular Response To Amino Acid Starvation (GO:0034198),0.0049475924537835565,20.739583333333332,110.1034239545967,"['CDKN1A', 'RRAGA']",0.030551383402113462,0,0,1.5149691196177812,2
161,Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),0.005180691162792406,20.232723577235774,106.48111760263689,"['CD40', 'SERPINE1']",0.03159582017801788,0,0,1.5003703665489527,2
162,Positive Regulation Of Cell Division (GO:0051781),0.005180691162792406,20.232723577235774,106.48111760263689,"['KIF14', 'CDC25B']",0.03159582017801788,0,0,1.5003703665489527,2
163,Cellular Response To Ketone (GO:1901655),0.005418765891608996,19.75,103.05327189846055,"['SRC', 'SPP1']",0.03284503497490606,0,0,1.4835302713392091,2
164,Positive Regulation Of Transferase Activity (GO:0051347),0.005487804528802497,9.03191489361702,47.013167330286905,"['PCNA', 'MYC', 'PLK1']",0.03306067606376139,0,0,1.4806882697071329,3
165,I-kappaB kinase/NF-kappaB Signaling (GO:0007249),0.0056617913266769635,19.289728682170544,99.80534454493326,"['NFKBIA', 'TLR4']",0.033697890546727956,0,0,1.4723972846654414,2
166,Regulation Of Telomerase Activity (GO:0051972),0.0056617913266769635,19.289728682170544,99.80534454493326,"['SRC', 'MYC']",0.033697890546727956,0,0,1.4723972846654414,2
167,Regulation Of Fibroblast Proliferation (GO:0048145),0.0059097422436154325,18.85037878787879,96.72417883948357,"['CDKN1A', 'MYC']",0.03454926234729022,0,0,1.4615612207042934,2
168,Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536),0.0059097422436154325,18.85037878787879,96.72417883948357,"['CD40', 'HMOX1']",0.03454926234729022,0,0,1.4615612207042934,2
169,Mitotic G2/M Transition Checkpoint (GO:0044818),0.0059097422436154325,18.85037878787879,96.72417883948357,"['CDKN1A', 'PLK1']",0.03454926234729022,0,0,1.4615612207042934,2
170,Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),0.00616259351355971,18.430555555555557,93.79784429037069,"['ID2', 'HMOX1']",0.03581554347880584,0,0,1.4459284543041702,2
171,Cellular Response To Mechanical Stimulus (GO:0071260),0.0064203200925442745,18.028985507246375,91.01549863791358,"['CD40', 'TLR4']",0.036666336713489844,0,0,1.4357324776747664,2
172,Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),0.0064203200925442745,18.028985507246375,91.01549863791358,"['CDKN1A', 'TLR4']",0.036666336713489844,0,0,1.4357324776747664,2
173,Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),0.0064203200925442745,18.028985507246375,91.01549863791358,"['TLR4', 'DUSP6']",0.036666336713489844,0,0,1.4357324776747664,2
174,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),0.006496107775646001,8.482507496787091,42.72259082051396,"['CD40', 'TLR4', 'HSPA1A']",0.03688594530079453,0,0,1.4331390821077792,3
175,Regulation Of Cellular Component Organization (GO:0051128),0.0066144943222188335,8.425531914893616,42.28346390775979,"['HSPA8', 'KIF14', 'JADE2']",0.03688660483801356,0,0,1.4331313167973947,3
176,Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071),0.006682897030368853,17.64450354609929,88.36726791367238,"['CDC20', 'PLK1']",0.03688660483801356,0,0,1.4331313167973947,2
177,Erythrocyte Differentiation (GO:0030218),0.006682897030368853,17.64450354609929,88.36726791367238,"['ID2', 'IKZF1']",0.03688660483801356,0,0,1.4331313167973947,2
178,Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630),0.006682897030368853,17.64450354609929,88.36726791367238,"['DDIT4', 'SFN']",0.03688660483801356,0,0,1.4331313167973947,2
179,Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154),0.006682897030368853,17.64450354609929,88.36726791367238,"['SRC', 'SFN']",0.03688660483801356,0,0,1.4331313167973947,2
180,Positive Regulation Of Gene Expression (GO:0010628),0.006799171297575007,4.555555555555555,22.736570692382294,"['EGR1', 'ID2', 'MYC', 'TLR4', 'HSPA1A']",0.037319895788911706,0,0,1.4280595776362501,5
181,Positive Regulation Of Response To External Stimulus (GO:0032103),0.00685512285061963,8.313829787234043,41.42581056937343,"['NFKBIA', 'SERPINE1', 'TLR4']",0.03732008625855987,0,0,1.4280573611320415,3
182,Regulation Of Interleukin-12 Production (GO:0032655),0.006950299465156898,17.276041666666668,85.84414194819459,"['CD40', 'TLR4']",0.03732008625855987,0,0,1.4280573611320415,2
183,Positive Regulation Of Fat Cell Differentiation (GO:0045600),0.006950299465156898,17.276041666666668,85.84414194819459,"['XBP1', 'ID2']",0.03732008625855987,0,0,1.4280573611320415,2
184,Intracellular Iron Ion Homeostasis (GO:0006879),0.006950299465156898,17.276041666666668,85.84414194819459,"['MYC', 'HMOX1']",0.03732008625855987,0,0,1.4280573611320415,2
185,Microtubule Bundle Formation (GO:0001578),0.00722250262714212,16.922619047619047,83.43788300609687,"['PLK1', 'KIF20A']",0.03857206808441305,0,0,1.413727075327103,2
186,Positive Regulation Of B Cell Activation (GO:0050871),0.007499481830469069,16.583333333333332,81.14094572244915,"['CD40', 'XBP1']",0.0398359572500185,0,0,1.3997247423642138,2
187,Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),0.0077812124839393305,16.25735294117647,78.94640668269977,"['SRC', 'SFN']",0.04111143280284523,0,0,1.3860373870599365,2
188,Protein Phosphorylation (GO:0006468),0.008040893507605765,4.367003367003367,21.062996446887233,"['MELK', 'SRC', 'PLK1', 'TLR4', 'CDC25B']",0.04195188443816845,0,0,1.377248526308061,5
189,Negative Regulation Of Protein Ubiquitination (GO:0031397),0.008067670084263163,15.943910256410257,76.8479024006269,"['CDC20', 'HSPA1A']",0.04195188443816845,0,0,1.377248526308061,2
190,Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),0.008067670084263163,15.943910256410257,76.8479024006269,"['ID2', 'HMOX1']",0.04195188443816845,0,0,1.377248526308061,2
191,Response To Peptide Hormone (GO:0043434),0.008358830212753155,15.642295597484276,74.83957451132376,"['XBP1', 'SRC']",0.04323834685968648,0,0,1.3641309188686013,2
192,Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),0.008955160836496808,15.071969696969697,71.07225417227201,"['EGR1', 'TLR4']",0.046081765137806485,0,0,1.3364708938442398,2
193,Neuron Differentiation (GO:0030182),0.009256239445322821,7.4267834793491865,34.77559741127963,"['XBP1', 'ID2', 'DDIT4']",0.04716061620642867,0,0,1.3264205289946047,3
194,Regulation Of Neuron Death (GO:1901214),0.00926028293931899,14.802083333333334,69.30366021141536,"['EGR1', 'KIF14']",0.04716061620642867,0,0,1.3264205289946047,2
195,Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),0.009549634191276187,7.3396833250865905,34.1387198997829,"['CD40', 'CASP10', 'HMOX1']",0.04824066662500172,0,0,1.3165866994259607,3
196,Mitotic Cytokinesis (GO:0000281),0.009570010787955807,14.541666666666666,67.6059670933825,"['PLK1', 'KIF20A']",0.04824066662500172,0,0,1.3165866994259607,2
197,Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),0.009884320404054672,14.290229885057471,65.97521300057967,"['SRC', 'TLR4']",0.04957212466602039,0,0,1.3047624667927693,2
198,Protein-Containing Complex Disassembly (GO:0032984),0.010526589465425666,13.8125,62.9000654557375,"['HSPA8', 'MYC']",0.052526618140608876,0,0,1.2796205597937322,2
199,Positive Regulation Of Interleukin-1 Production (GO:0032732),0.01118690003742748,13.365591397849462,60.051760195429935,"['EGR1', 'TLR4']",0.055109918683673834,0,0,1.2587702297884975,2
200,Cellular Response To Light Stimulus (GO:0071482),0.011523761866123172,13.152777777777779,58.70537343689256,"['PCNA', 'MYC']",0.055109918683673834,0,0,1.2587702297884975,2
201,Positive Regulation Of DNA Biosynthetic Process (GO:2000573),0.011523761866123172,13.152777777777779,58.70537343689256,"['PCNA', 'MYC']",0.055109918683673834,0,0,1.2587702297884975,2
202,Positive Regulation Of Cell Cycle (GO:0045787),0.011523761866123172,13.152777777777779,58.70537343689256,"['CCND1', 'CDC25B']",0.055109918683673834,0,0,1.2587702297884975,2
203,Intracellular Monoatomic Cation Homeostasis (GO:0030003),0.0119235599823681,6.74581863693253,29.878843032045136,"['CD40', 'MYC', 'HMOX1']",0.055109918683673834,0,0,1.2587702297884975,3
204,Cholesterol Metabolic Process (GO:0008203),0.012210781302115073,12.746794871794872,56.15518906635068,"['HMGCS1', 'INSIG1']",0.055109918683673834,0,0,1.2587702297884975,2
205,Negative Regulation Of Gene Expression Via CpG Island Methylation (GO:0044027),0.012438777192772534,101.76530612244898,446.4379351400606,['USP7'],0.055109918683673834,0,0,1.2587702297884975,1
206,His-Purkinje System Development (GO:0003164),0.012438777192772534,101.76530612244898,446.4379351400606,['ID2'],0.055109918683673834,0,0,1.2587702297884975,1
207,Regulation Of Hepatocyte Proliferation (GO:2000345),0.012438777192772534,101.76530612244898,446.4379351400606,['XBP1'],0.055109918683673834,0,0,1.2587702297884975,1
208,Regulation Of Hormone Biosynthetic Process (GO:0046885),0.012438777192772534,101.76530612244898,446.4379351400606,['EGR1'],0.055109918683673834,0,0,1.2587702297884975,1
209,Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway (GO:0007191),0.012438777192772534,101.76530612244898,446.4379351400606,['GNAS'],0.055109918683673834,0,0,1.2587702297884975,1
210,Axo-Dendritic Transport (GO:0008088),0.012438777192772534,101.76530612244898,446.4379351400606,['HSPA8'],0.055109918683673834,0,0,1.2587702297884975,1
211,"Regulation Of Retrograde Transport, Endosome To Golgi (GO:1905279)",0.012438777192772534,101.76530612244898,446.4379351400606,['USP7'],0.055109918683673834,0,0,1.2587702297884975,1
212,Cellular Heat Acclimation (GO:0070370),0.012438777192772534,101.76530612244898,446.4379351400606,['HSPA1A'],0.055109918683673834,0,0,1.2587702297884975,1
213,Cellular Response To Cold (GO:0070417),0.012438777192772534,101.76530612244898,446.4379351400606,['NFKBIA'],0.055109918683673834,0,0,1.2587702297884975,1
214,Response To Heparin (GO:0071503),0.012438777192772534,101.76530612244898,446.4379351400606,['EGR1'],0.055109918683673834,0,0,1.2587702297884975,1
215,Response To Testosterone (GO:0033574),0.012438777192772534,101.76530612244898,446.4379351400606,['SPP1'],0.055109918683673834,0,0,1.2587702297884975,1
216,Detection Of Molecule Of Bacterial Origin (GO:0032490),0.012438777192772534,101.76530612244898,446.4379351400606,['TLR4'],0.055109918683673834,0,0,1.2587702297884975,1
217,Signal Complex Assembly (GO:0007172),0.012438777192772534,101.76530612244898,446.4379351400606,['SRC'],0.055109918683673834,0,0,1.2587702297884975,1
218,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902255),0.012438777192772534,101.76530612244898,446.4379351400606,['MYC'],0.055109918683673834,0,0,1.2587702297884975,1
219,Heat Acclimation (GO:0010286),0.012438777192772534,101.76530612244898,446.4379351400606,['HSPA1A'],0.055109918683673834,0,0,1.2587702297884975,1
220,Positive Regulation Of Osteoblast Proliferation (GO:0033690),0.012438777192772534,101.76530612244898,446.4379351400606,['CCNA2'],0.055109918683673834,0,0,1.2587702297884975,1
221,Inflammatory Response To Wounding (GO:0090594),0.012438777192772534,101.76530612244898,446.4379351400606,['HMOX1'],0.055109918683673834,0,0,1.2587702297884975,1
222,Positive Regulation Of Tau-Protein Kinase Activity (GO:1902949),0.012438777192772534,101.76530612244898,446.4379351400606,['EGR1'],0.055109918683673834,0,0,1.2587702297884975,1
223,Protein Targeting To Vacuole Involved In Autophagy (GO:0071211),0.012438777192772534,101.76530612244898,446.4379351400606,['HSPA8'],0.055109918683673834,0,0,1.2587702297884975,1
224,Response To Molecule Of Bacterial Origin (GO:0002237),0.012915373039423325,12.365049751243781,53.77976800231812,"['TLR4', 'CXCL2']",0.05696602037031359,0,0,1.244384119170348,2
225,Regulation Of Notch Signaling Pathway (GO:0008593),0.013274200561286012,12.182598039215685,52.65237170003471,"['SRC', 'CHAC1']",0.05828848957578035,0,0,1.2344171983673433,2
226,Cellular Response To Hypoxia (GO:0071456),0.014004803729585262,11.833333333333334,50.50886613536219,"['MYC', 'HMOX1']",0.05939268299105303,0,0,1.226267055563347,2
227,Cholesterol Homeostasis (GO:0042632),0.014004803729585262,11.833333333333334,50.50886613536219,"['XBP1', 'INSIG1']",0.05939268299105303,0,0,1.226267055563347,2
228,Response To Ionizing Radiation (GO:0010212),0.014004803729585262,11.833333333333334,50.50886613536219,"['CDKN1A', 'MYC']",0.05939268299105303,0,0,1.226267055563347,2
229,Cellular Response To Decreased Oxygen Levels (GO:0036294),0.014376533555205991,11.666079812206572,49.48935398933624,"['MYC', 'HMOX1']",0.05939268299105303,0,0,1.226267055563347,2
230,Sterol Homeostasis (GO:0055092),0.014376533555205991,11.666079812206572,49.48935398933624,"['XBP1', 'INSIG1']",0.05939268299105303,0,0,1.226267055563347,2
