rank,term,p_value,z_score,combined_score,overlap_genes,adjusted_p_value,old_p_value,old_adjusted_p_value,neg_log10_adj_p,overlap_count
190,Signal Regulatory Protein Family Interactions R-HSA-391160,0.03202621324876303,33.90816326530612,116.6847899929619,['SRC'],0.085348207472219,0,0,1.0688055957337697,1
191,ERKs Are Inactivated R-HSA-202670,0.03202621324876303,33.90816326530612,116.6847899929619,['DUSP6'],0.085348207472219,0,0,1.0688055957337697,1
192,FCGR Activation R-HSA-2029481,0.03202621324876303,33.90816326530612,116.6847899929619,['SRC'],0.085348207472219,0,0,1.0688055957337697,1
193,NF-kB Activation Thru FADD/RIP-1 Pathway Mediated By Caspase-8 And -10 R-HSA-933543,0.03202621324876303,33.90816326530612,116.6847899929619,['CASP10'],0.085348207472219,0,0,1.0688055957337697,1
194,NF-kB Is Activated And Signals Survival R-HSA-209560,0.03202621324876303,33.90816326530612,116.6847899929619,['NFKBIA'],0.085348207472219,0,0,1.0688055957337697,1
195,Negative Regulation Of PI3K/AKT Network R-HSA-199418,0.03250109931246501,7.447072072072072,25.517253680402074,"['SRC', 'IER3']",0.0861695812540739,0,0,1.0646460175277574,2
196,AKT Phosphorylates Targets In Cytosol R-HSA-198323,0.034447714169871156,31.298273155416013,105.4223689491126,['CDKN1A'],0.08773137057055856,0,0,1.056845085886152,1
197,Removal Of Flap Intermediate R-HSA-69166,0.034447714169871156,31.298273155416013,105.4223689491126,['PCNA'],0.08773137057055856,0,0,1.056845085886152,1
198,DCC Mediated Attractive Signaling R-HSA-418885,0.034447714169871156,31.298273155416013,105.4223689491126,['SRC'],0.08773137057055856,0,0,1.056845085886152,1
199,Repression Of WNT Target Genes R-HSA-4641265,0.034447714169871156,31.298273155416013,105.4223689491126,['MYC'],0.08773137057055856,0,0,1.056845085886152,1
200,Golgi Cisternae Pericentriolar Stack Reorganization R-HSA-162658,0.034447714169871156,31.298273155416013,105.4223689491126,['PLK1'],0.08773137057055856,0,0,1.056845085886152,1
201,Leading Strand Synthesis R-HSA-69109,0.034447714169871156,31.298273155416013,105.4223689491126,['PCNA'],0.08773137057055856,0,0,1.056845085886152,1
202,Mismatch Repair (MMR) Directed By MSH2:MSH3 (MutSbeta) R-HSA-5358606,0.034447714169871156,31.298273155416013,105.4223689491126,['PCNA'],0.08773137057055856,0,0,1.056845085886152,1
203,Mismatch Repair (MMR) Directed By MSH2:MSH6 (MutSalpha) R-HSA-5358565,0.034447714169871156,31.298273155416013,105.4223689491126,['PCNA'],0.08773137057055856,0,0,1.056845085886152,1
204,Chromosome Maintenance R-HSA-73886,0.035176955009368155,7.124281609195402,23.8475644827565,"['CCNA2', 'PCNA']",0.08914943990119283,0,0,1.049881381020151,2
205,Signaling By TGFB Family Members R-HSA-9006936,0.03572213956233325,7.063034188034188,23.533921331722766,"['MYC', 'SERPINE1']",0.08947565743142943,0,0,1.0482951019036681,2
206,Processive Synthesis On Lagging Strand R-HSA-69183,0.03686327859360632,29.06122448979592,95.91771596133705,['PCNA'],0.08947565743142943,0,0,1.0482951019036681,1
207,Response Of EIF2AK1 (HRI) To Heme Deficiency R-HSA-9648895,0.03686327859360632,29.06122448979592,95.91771596133705,['CHAC1'],0.08947565743142943,0,0,1.0482951019036681,1
208,EPHA-mediated Growth Cone Collapse R-HSA-3928663,0.03686327859360632,29.06122448979592,95.91771596133705,['SRC'],0.08947565743142943,0,0,1.0482951019036681,1
209,Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648,0.03686327859360632,29.06122448979592,95.91771596133705,['CDKN1A'],0.08947565743142943,0,0,1.0482951019036681,1
210,GRB2:SOS Provides Linkage To MAPK Signaling For Integrins R-HSA-354194,0.03686327859360632,29.06122448979592,95.91771596133705,['SRC'],0.08947565743142943,0,0,1.0482951019036681,1
211,IRAK2 Mediated Activation Of TAK1 Complex Upon TLR7/8 Or 9 Stimulation R-HSA-975163,0.03686327859360632,29.06122448979592,95.91771596133705,['TLR4'],0.08947565743142943,0,0,1.0482951019036681,1
212,p130Cas Linkage To MAPK Signaling For Integrins R-HSA-372708,0.03686327859360632,29.06122448979592,95.91771596133705,['SRC'],0.08947565743142943,0,0,1.0482951019036681,1
213,Mismatch Repair R-HSA-5358508,0.03686327859360632,29.06122448979592,95.91771596133705,['PCNA'],0.08947565743142943,0,0,1.0482951019036681,1
214,PKA Activation In Glucagon Signaling R-HSA-164378,0.039272920734465235,27.122448979591837,87.80133530116419,['GNAS'],0.09024044453208234,0,0,1.0445987739840166,1
215,Polo-like Kinase Mediated Events R-HSA-156711,0.039272920734465235,27.122448979591837,87.80133530116419,['PLK1'],0.09024044453208234,0,0,1.0445987739840166,1
216,Caspase Activation Via Death Receptors In Presence Of Ligand R-HSA-140534,0.039272920734465235,27.122448979591837,87.80133530116419,['TLR4'],0.09024044453208234,0,0,1.0445987739840166,1
217,Regulation Of KIT Signaling R-HSA-1433559,0.039272920734465235,27.122448979591837,87.80133530116419,['SRC'],0.09024044453208234,0,0,1.0445987739840166,1
218,Signaling By NTRK3 (TRKC) R-HSA-9034015,0.039272920734465235,27.122448979591837,87.80133530116419,['SRC'],0.09024044453208234,0,0,1.0445987739840166,1
219,Spry Regulation Of FGF Signaling R-HSA-1295596,0.039272920734465235,27.122448979591837,87.80133530116419,['SRC'],0.09024044453208234,0,0,1.0445987739840166,1
220,TRAF6-mediated Induction Of TAK1 Complex Within TLR4 Complex R-HSA-937072,0.039272920734465235,27.122448979591837,87.80133530116419,['TLR4'],0.09024044453208234,0,0,1.0445987739840166,1
221,NLRP3 Inflammasome R-HSA-844456,0.039272920734465235,27.122448979591837,87.80133530116419,['HMOX1'],0.09024044453208234,0,0,1.0445987739840166,1
222,Transcription Of E2F Targets Under Negative Control By P107 (RBL1) And P130 (RBL2) In Complex With HDAC1 R-HSA-1362300,0.039272920734465235,27.122448979591837,87.80133530116419,['CCNA2'],0.09024044453208234,0,0,1.0445987739840166,1
223,Heme Degradation R-HSA-189483,0.039272920734465235,27.122448979591837,87.80133530116419,['HMOX1'],0.09024044453208234,0,0,1.0445987739840166,1
224,Translesion Synthesis By REV1 R-HSA-110312,0.039272920734465235,27.122448979591837,87.80133530116419,['PCNA'],0.09024044453208234,0,0,1.0445987739840166,1
225,p75NTR Signals Via NF-kB R-HSA-193639,0.039272920734465235,27.122448979591837,87.80133530116419,['NFKBIA'],0.09024044453208234,0,0,1.0445987739840166,1
226,Activation Of IRF3/IRF7 Mediated By TBK1/IKK Epsilon R-HSA-936964,0.04167665479123348,25.426020408163264,80.79916728086499,['TLR4'],0.09091489673868232,0,0,1.0413649502065512,1
227,Protein Methylation R-HSA-8876725,0.04167665479123348,25.426020408163264,80.79916728086499,['HSPA8'],0.09091489673868232,0,0,1.0413649502065512,1
228,RIP-mediated NFkB Activation Via ZBP1 R-HSA-1810476,0.04167665479123348,25.426020408163264,80.79916728086499,['NFKBIA'],0.09091489673868232,0,0,1.0413649502065512,1
229,Removal Of Flap Intermediate From C-strand R-HSA-174437,0.04167665479123348,25.426020408163264,80.79916728086499,['PCNA'],0.09091489673868232,0,0,1.0413649502065512,1
230,FOXO-mediated Transcription Of Cell Cycle Genes R-HSA-9617828,0.04167665479123348,25.426020408163264,80.79916728086499,['CDKN1A'],0.09091489673868232,0,0,1.0413649502065512,1
231,Formation Of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584,0.04167665479123348,25.426020408163264,80.79916728086499,['CDKN1A'],0.09091489673868232,0,0,1.0413649502065512,1
232,GAB1 Signalosome R-HSA-180292,0.04167665479123348,25.426020408163264,80.79916728086499,['SRC'],0.09091489673868232,0,0,1.0413649502065512,1
233,TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway R-HSA-5676594,0.04167665479123348,25.426020408163264,80.79916728086499,['CD40'],0.09091489673868232,0,0,1.0413649502065512,1
234,Translesion Synthesis By POLI R-HSA-5656121,0.04167665479123348,25.426020408163264,80.79916728086499,['PCNA'],0.09091489673868232,0,0,1.0413649502065512,1
235,Translesion Synthesis By POLK R-HSA-5655862,0.04167665479123348,25.426020408163264,80.79916728086499,['PCNA'],0.09091489673868232,0,0,1.0413649502065512,1
236,MET Activates PTK2 Signaling R-HSA-8874081,0.04167665479123348,25.426020408163264,80.79916728086499,['SRC'],0.09091489673868232,0,0,1.0413649502065512,1
237,MyD88 Deficiency (TLR2/4) R-HSA-5602498,0.04167665479123348,25.426020408163264,80.79916728086499,['TLR4'],0.09091489673868232,0,0,1.0413649502065512,1
238,G Alpha (I) Signaling Events R-HSA-418594,0.04303570813232823,4.05721958273084,12.762897421682569,"['SRC', 'GNAS', 'CXCL2']",0.09338735196592259,0,0,1.0297119390093468,3
239,Regulation Of TLR By Endogenous Ligand R-HSA-5686938,0.04407449493169267,23.92917166866747,74.70385911458476,['TLR4'],0.09338735196592259,0,0,1.0297119390093468,1
240,Signaling By FLT3 Fusion Proteins R-HSA-9703465,0.04407449493169267,23.92917166866747,74.70385911458476,['CDKN1A'],0.09338735196592259,0,0,1.0297119390093468,1
241,Ephrin Signaling R-HSA-3928664,0.04407449493169267,23.92917166866747,74.70385911458476,['SRC'],0.09338735196592259,0,0,1.0297119390093468,1
242,TP53 Regulates Transcription Of Genes Involved In G2 Cell Cycle Arrest R-HSA-6804114,0.04407449493169267,23.92917166866747,74.70385911458476,['PCNA'],0.09338735196592259,0,0,1.0297119390093468,1
243,IRAK4 Deficiency (TLR2/4) R-HSA-5603041,0.04407449493169267,23.92917166866747,74.70385911458476,['TLR4'],0.09338735196592259,0,0,1.0297119390093468,1
244,VEGFR2 Mediated Cell Proliferation R-HSA-5218921,0.04407449493169267,23.92917166866747,74.70385911458476,['SRC'],0.09338735196592259,0,0,1.0297119390093468,1
245,Cell Surface Interactions At Vascular Wall R-HSA-202733,0.04428445162178129,6.255681818181818,19.49972118549308,"['MMP1', 'SRC']",0.09344923056514663,0,0,1.0294242701298435,2
246,Processive Synthesis On C-strand Of Telomere R-HSA-174414,0.04646645529524364,22.598639455782312,69.35578082800635,['PCNA'],0.09495319125549788,0,0,1.0224904345987604,1
247,Prostacyclin Signaling Thru Prostacyclin Receptor R-HSA-392851,0.04646645529524364,22.598639455782312,69.35578082800635,['GNAS'],0.09495319125549788,0,0,1.0224904345987604,1
248,RHO GTPases Activate CIT R-HSA-5625900,0.04646645529524364,22.598639455782312,69.35578082800635,['KIF14'],0.09495319125549788,0,0,1.0224904345987604,1
249,Signaling By KIT In Disease R-HSA-9669938,0.04646645529524364,22.598639455782312,69.35578082800635,['SRC'],0.09495319125549788,0,0,1.0224904345987604,1
250,Signaling To RAS R-HSA-167044,0.04646645529524364,22.598639455782312,69.35578082800635,['SRC'],0.09495319125549788,0,0,1.0224904345987604,1
251,"GABA Synthesis, Release, Reuptake And Degradation R-HSA-888590",0.04646645529524364,22.598639455782312,69.35578082800635,['HSPA8'],0.09495319125549788,0,0,1.0224904345987604,1
252,Translesion Synthesis By POLH R-HSA-110320,0.04646645529524364,22.598639455782312,69.35578082800635,['PCNA'],0.09495319125549788,0,0,1.0224904345987604,1
253,Listeria Monocytogenes Entry Into Host Cells R-HSA-8876384,0.04646645529524364,22.598639455782312,69.35578082800635,['SRC'],0.09495319125549788,0,0,1.0224904345987604,1
254,Death Receptor Signaling R-HSA-73887,0.04729227939443079,6.025851581508515,18.3873330672393,"['NFKBIA', 'CASP10']",0.09626026947606582,0,0,1.0165529268701232,2
255,C-type Lectin Receptors (CLRs) R-HSA-5621481,0.04851599858076259,5.938549160671463,17.96922826755323,"['NFKBIA', 'SRC']",0.09751648007995503,0,0,1.0109219832453074,2
256,Phosphorylation Of APC/C R-HSA-176412,0.04885254998202776,21.408163265306122,64.63014669364038,['PLK1'],0.09751648007995503,0,0,1.0109219832453074,1
257,Chaperone Mediated Autophagy R-HSA-9613829,0.04885254998202776,21.408163265306122,64.63014669364038,['HSPA8'],0.09751648007995503,0,0,1.0109219832453074,1
258,Conversion From APC/C:Cdc20 To APC/C:Cdh1 In Late Anaphase R-HSA-176407,0.04885254998202776,21.408163265306122,64.63014669364038,['CDC20'],0.09751648007995503,0,0,1.0109219832453074,1
259,Lagging Strand Synthesis R-HSA-69186,0.04885254998202776,21.408163265306122,64.63014669364038,['PCNA'],0.09751648007995503,0,0,1.0109219832453074,1
260,CTLA4 Inhibitory Signaling R-HSA-389513,0.0512327930672156,20.336734693877553,60.42807445408675,['SRC'],0.10033088642329721,0,0,0.9985653507452692,1
261,Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803,0.0512327930672156,20.336734693877553,60.42807445408675,['CDC25B'],0.10033088642329721,0,0,0.9985653507452692,1
262,Inactivation Of APC/C Via Direct Inhibition Of APC/C Complex R-HSA-141430,0.0512327930672156,20.336734693877553,60.42807445408675,['CDC20'],0.10033088642329721,0,0,0.9985653507452692,1
263,Inflammasomes R-HSA-622312,0.0512327930672156,20.336734693877553,60.42807445408675,['HMOX1'],0.10033088642329721,0,0,0.9985653507452692,1
264,ZBP1(DAI) Mediated Induction Of Type I IFNs R-HSA-1606322,0.0512327930672156,20.336734693877553,60.42807445408675,['NFKBIA'],0.10033088642329721,0,0,0.9985653507452692,1
265,ERK/MAPK Targets R-HSA-198753,0.05360719859925478,19.367346938775512,56.67024999786951,['DUSP6'],0.10419143487148391,0,0,0.982167981045525,1
266,Insertion Of Tail-Anchored Proteins Into Endoplasmic Reticulum Membrane R-HSA-9609523,0.05360719859925478,19.367346938775512,56.67024999786951,['HMOX1'],0.10419143487148391,0,0,0.982167981045525,1
267,RAF-independent MAPK1/3 Activation R-HSA-112409,0.05597578058787951,18.4860853432282,53.29235549319145,['DUSP6'],0.10623309556579907,0,0,0.9737401632689325,1
268,Signaling By NTRK2 (TRKB) R-HSA-9006115,0.05597578058787951,18.4860853432282,53.29235549319145,['SRC'],0.10623309556579907,0,0,0.9737401632689325,1
269,Telomere Extension By Telomerase R-HSA-171319,0.05597578058787951,18.4860853432282,53.29235549319145,['CCNA2'],0.10623309556579907,0,0,0.9737401632689325,1
270,IKK Complex Recruitment Mediated By RIP1 R-HSA-937041,0.05597578058787951,18.4860853432282,53.29235549319145,['TLR4'],0.10623309556579907,0,0,0.9737401632689325,1
271,Long-term Potentiation R-HSA-9620244,0.05597578058787951,18.4860853432282,53.29235549319145,['SRC'],0.10623309556579907,0,0,0.9737401632689325,1
272,G Alpha (S) Signaling Events R-HSA-418555,0.05609600597575077,5.463300220750551,15.73807793899423,"['SRC', 'GNAS']",0.10623309556579907,0,0,0.9737401632689325,2
273,Metabolism Of Steroids R-HSA-8957322,0.05609600597575077,5.463300220750551,15.73807793899423,"['HMGCS1', 'INSIG1']",0.10623309556579907,0,0,0.9737401632689325,2
274,APC/C:Cdc20 Mediated Degradation Of Cyclin B R-HSA-174048,0.05833855301300996,17.68145519077196,50.24171555062859,['CDC20'],0.10849292053138904,0,0,0.9645985998289326,1
275,RUNX2 Regulates Osteoblast Differentiation R-HSA-8940973,0.05833855301300996,17.68145519077196,50.24171555062859,['SRC'],0.10849292053138904,0,0,0.9645985998289326,1
276,Defective Intrinsic Pathway For Apoptosis R-HSA-9734009,0.05833855301300996,17.68145519077196,50.24171555062859,['CDC25B'],0.10849292053138904,0,0,0.9645985998289326,1
277,Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638,0.05833855301300996,17.68145519077196,50.24171555062859,['CCND1'],0.10849292053138904,0,0,0.9645985998289326,1
278,mTORC1-mediated Signaling R-HSA-166208,0.05833855301300996,17.68145519077196,50.24171555062859,['RRAGA'],0.10849292053138904,0,0,0.9645985998289326,1
279,Regulation Of TP53 Activity R-HSA-5633007,0.05870991797905501,5.321236559139785,15.086485770152207,"['CCNA2', 'USP7']",0.10879221360276502,0,0,0.963402186534553,2
280,ADP Signaling Thru P2Y Purinoceptor 1 R-HSA-418592,0.06069552982417541,16.943877551020407,47.47480020477031,['SRC'],0.11010382076876732,0,0,0.9581976100927245,1
281,Polymerase Switching On C-strand Of Telomere R-HSA-174411,0.06069552982417541,16.943877551020407,47.47480020477031,['PCNA'],0.11010382076876732,0,0,0.9581976100927245,1
282,Basigin Interactions R-HSA-210991,0.06069552982417541,16.943877551020407,47.47480020477031,['MMP1'],0.11010382076876732,0,0,0.9581976100927245,1
283,Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,0.06069552982417541,16.943877551020407,47.47480020477031,['HMOX1'],0.11010382076876732,0,0,0.9581976100927245,1
284,TRAF6 Mediated NF-kB Activation R-HSA-933542,0.06069552982417541,16.943877551020407,47.47480020477031,['NFKBIA'],0.11010382076876732,0,0,0.9581976100927245,1
285,NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508,0.06069552982417541,16.943877551020407,47.47480020477031,['IKZF1'],0.11010382076876732,0,0,0.9581976100927245,1
286,APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409,0.06304672495404354,16.26530612244898,44.95534064809558,['CDC20'],0.11278600969287374,0,0,0.9477447681718832,1
287,Caspase Activation Via Extrinsic Apoptotic Signaling Pathway R-HSA-5357769,0.06304672495404354,16.26530612244898,44.95534064809558,['TLR4'],0.11278600969287374,0,0,0.9477447681718832,1
288,Cholesterol Biosynthesis R-HSA-191273,0.06304672495404354,16.26530612244898,44.95534064809558,['HMGCS1'],0.11278600969287374,0,0,0.9477447681718832,1
289,Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400,0.06304672495404354,16.26530612244898,44.95534064809558,['CDKN1A'],0.11278600969287374,0,0,0.9477447681718832,1
290,Protein Localization R-HSA-9609507,0.06338426478192435,5.089506172839506,14.03960451512792,"['TIMM9', 'HMOX1']",0.11299884445605134,0,0,0.9469259976575225,2
291,Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851,0.0640621553999463,5.058026584867076,13.898958782878777,"['SRC', 'GNAS']",0.1138148946452654,0,0,0.9438008992857446,2
292,"BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108",0.06539215225886762,15.638932496075354,42.652889831563165,['SERPINE1'],0.11460251768757476,0,0,0.9408058413057125,1
293,FLT3 Signaling In Disease R-HSA-9682385,0.06539215225886762,15.638932496075354,42.652889831563165,['CDKN1A'],0.11460251768757476,0,0,0.9408058413057125,1
294,Gap Junction Trafficking And Regulation R-HSA-157858,0.06539215225886762,15.638932496075354,42.652889831563165,['SRC'],0.11460251768757476,0,0,0.9408058413057125,1
295,Integrin Signaling R-HSA-354192,0.06539215225886762,15.638932496075354,42.652889831563165,['SRC'],0.11460251768757476,0,0,0.9408058413057125,1
296,Separation Of Sister Chromatids R-HSA-2467813,0.06748853324013508,4.90625,13.226256844780602,"['CDC20', 'PLK1']",0.11633672372385458,0,0,0.9342831709716065,2
297,Recycling Pathway Of L1 R-HSA-437239,0.0677318256109869,15.058956916099774,40.541710435272364,['SRC'],0.11633672372385458,0,0,0.9342831709716065,1
298,Downstream Signal Transduction R-HSA-186763,0.0677318256109869,15.058956916099774,40.541710435272364,['SRC'],0.11633672372385458,0,0,0.9342831709716065,1
299,MET Promotes Cell Motility R-HSA-8875878,0.0677318256109869,15.058956916099774,40.541710435272364,['SRC'],0.11633672372385458,0,0,0.9342831709716065,1
300,Metabolism Of Porphyrins R-HSA-189445,0.0677318256109869,15.058956916099774,40.541710435272364,['HMOX1'],0.11633672372385458,0,0,0.9342831709716065,1
301,Mitophagy R-HSA-5205647,0.0677318256109869,15.058956916099774,40.541710435272364,['SRC'],0.11633672372385458,0,0,0.9342831709716065,1
302,M Phase R-HSA-68886,0.06933644263766002,3.3139003329759014,8.844086317804374,"['CDC20', 'PLK1', 'KIF20A']",0.11869847961480208,0,0,0.9255548438013532,3
303,Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972,0.07006575883720893,14.520408163265307,38.5999069065122,['RRAGA'],0.1187672043240558,0,0,0.9253034663194575,1
304,G1/S-Specific Transcription R-HSA-69205,0.07006575883720893,14.520408163265307,38.5999069065122,['PCNA'],0.1187672043240558,0,0,0.9253034663194575,1
305,Negative Regulation Of FGFR3 Signaling R-HSA-5654732,0.07006575883720893,14.520408163265307,38.5999069065122,['SRC'],0.1187672043240558,0,0,0.9253034663194575,1
306,Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652,0.0723939657090184,14.019000703729768,36.80874147674154,['USP7'],0.12191426798554565,0,0,0.9139454646459457,1
307,MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282,0.0723939657090184,14.019000703729768,36.80874147674154,['DUSP6'],0.12191426798554565,0,0,0.9139454646459457,1
308,RUNX2 Regulates Bone Development R-HSA-8941326,0.07471646000262763,13.551020408163266,35.15209038871121,['SRC'],0.12380900583768746,0,0,0.9072477636894083,1
309,DNA Strand Elongation R-HSA-69190,0.07471646000262763,13.551020408163266,35.15209038871121,['PCNA'],0.12380900583768746,0,0,0.9072477636894083,1
310,Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795,0.07471646000262763,13.551020408163266,35.15209038871121,['SERPINE1'],0.12380900583768746,0,0,0.9072477636894083,1
311,Late Endosomal Microautophagy R-HSA-9615710,0.07471646000262763,13.551020408163266,35.15209038871121,['HSPA8'],0.12380900583768746,0,0,0.9072477636894083,1
312,Negative Regulation Of FGFR4 Signaling R-HSA-5654733,0.07471646000262763,13.551020408163266,35.15209038871121,['SRC'],0.12380900583768746,0,0,0.9072477636894083,1
313,Cellular Response To Chemical Stress R-HSA-9711123,0.07595327125893173,4.576388888888889,11.79626923326343,"['MYC', 'HMOX1']",0.12445685330856396,0,0,0.904981183650462,2
314,Signaling By Rho GTPases R-HSA-194315,0.07676672724428829,2.623641304347826,6.734845175777992,"['CDC20', 'SRC', 'PLK1', 'KIF14']",0.12445685330856396,0,0,0.904981183650462,4
315,Activation Of Pre-Replicative Complex R-HSA-68962,0.07703325543276686,13.113232389730086,33.61600807740255,['POLE2'],0.12445685330856396,0,0,0.904981183650462,1
316,RAF Activation R-HSA-5673000,0.07703325543276686,13.113232389730086,33.61600807740255,['SRC'],0.12445685330856396,0,0,0.904981183650462,1
317,Glucagon Signaling In Metabolic Regulation R-HSA-163359,0.07703325543276686,13.113232389730086,33.61600807740255,['GNAS'],0.12445685330856396,0,0,0.904981183650462,1
318,Gluconeogenesis R-HSA-70263,0.07703325543276686,13.113232389730086,33.61600807740255,['ALDOC'],0.12445685330856396,0,0,0.904981183650462,1
319,Thrombin Signaling Thru Proteinase Activated Receptors (PARs) R-HSA-456926,0.07703325543276686,13.113232389730086,33.61600807740255,['SRC'],0.12445685330856396,0,0,0.904981183650462,1
320,Nuclear Signaling By ERBB4 R-HSA-1251985,0.07703325543276686,13.113232389730086,33.61600807740255,['SRC'],0.12445685330856396,0,0,0.904981183650462,1
321,Mitotic Prometaphase R-HSA-68877,0.07884713359091254,4.475996376811594,11.37012436768999,"['CDC20', 'PLK1']",0.12468400325218687,0,0,0.9041892621986666,2
322,Oncogene Induced Senescence R-HSA-2559585,0.0793443657059371,12.70280612244898,32.18837516559274,['E2F2'],0.12468400325218687,0,0,0.9041892621986666,1
323,Activation Of Matrix Metalloproteinases R-HSA-1592389,0.0793443657059371,12.70280612244898,32.18837516559274,['MMP1'],0.12468400325218687,0,0,0.9041892621986666,1
324,Signal Amplification R-HSA-392518,0.0793443657059371,12.70280612244898,32.18837516559274,['SRC'],0.12468400325218687,0,0,0.9041892621986666,1
325,Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948,0.0793443657059371,12.70280612244898,32.18837516559274,['SRC'],0.12468400325218687,0,0,0.9041892621986666,1
326,Signaling To ERKs R-HSA-187687,0.0793443657059371,12.70280612244898,32.18837516559274,['SRC'],0.12468400325218687,0,0,0.9041892621986666,1
327,Telomere C-strand (Lagging Strand) Synthesis R-HSA-174417,0.0793443657059371,12.70280612244898,32.18837516559274,['PCNA'],0.12468400325218687,0,0,0.9041892621986666,1
328,Glucagon-type Ligand Receptors R-HSA-420092,0.0793443657059371,12.70280612244898,32.18837516559274,['GNAS'],0.12468400325218687,0,0,0.9041892621986666,1
329,Negative Regulation Of FGFR1 Signaling R-HSA-5654726,0.0793443657059371,12.70280612244898,32.18837516559274,['SRC'],0.12468400325218687,0,0,0.9041892621986666,1
330,CD28 Co-Stimulation R-HSA-389356,0.0816498044624026,12.317254174397032,30.85861216573232,['SRC'],0.12676561233351993,0,0,0.8969985414009426,1
331,EPHB-mediated Forward Signaling R-HSA-3928662,0.0816498044624026,12.317254174397032,30.85861216573232,['SRC'],0.12676561233351993,0,0,0.8969985414009426,1
332,Lysosome Vesicle Biogenesis R-HSA-432720,0.0816498044624026,12.317254174397032,30.85861216573232,['HSPA8'],0.12676561233351993,0,0,0.8969985414009426,1
333,Negative Regulation Of FGFR2 Signaling R-HSA-5654727,0.0816498044624026,12.317254174397032,30.85861216573232,['SRC'],0.12676561233351993,0,0,0.8969985414009426,1
334,"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",0.08232344387913429,2.5575291622481444,6.3864044164946145,"['CDC20', 'SRC', 'PLK1', 'KIF14']",0.1274288038488396,0,0,0.8947323935179149,4
335,Platelet Aggregation (Plug Formation) R-HSA-76009,0.08624372197430759,11.612244897959183,28.456712045041098,['SRC'],0.1323086179843235,0,0,0.878411866914982,1
336,Export Of Viral Ribonucleoproteins From Nucleus R-HSA-168274,0.08624372197430759,11.612244897959183,28.456712045041098,['HSPA1A'],0.1323086179843235,0,0,0.878411866914982,1
337,Glutathione Conjugation R-HSA-156590,0.08624372197430759,11.612244897959183,28.456712045041098,['CHAC1'],0.1323086179843235,0,0,0.878411866914982,1
338,MAP2K And MAPK Activation R-HSA-5674135,0.08853222789026767,11.289115646258503,27.36920368672352,['SRC'],0.13541763851854552,0,0,0.8683247639199784,1
339,Signaling By RAF1 Mutants R-HSA-9656223,0.09081511663134849,10.983452840595698,26.34852930034076,['SRC'],0.13809239793649167,0,0,0.8598302289167107,1
340,FCGR3A-mediated IL10 Synthesis R-HSA-9664323,0.09081511663134849,10.983452840595698,26.34852930034076,['SRC'],0.13809239793649167,0,0,0.8598302289167107,1
341,Transcriptional Regulation By RUNX1 R-HSA-8878171,0.09228339151793027,4.073432343234323,9.706545652223769,"['CCND1', 'SRC']",0.13990922000380174,0,0,0.8541536646015732,2
342,RHOU GTPase Cycle R-HSA-9013420,0.09309240170465724,10.693877551020408,25.38900533231373,['SRC'],0.13990922000380174,0,0,0.8541536646015732,1
343,Signaling By FGFR3 R-HSA-5654741,0.09309240170465724,10.693877551020408,25.38900533231373,['SRC'],0.13990922000380174,0,0,0.8541536646015732,1
344,Transcriptional Regulation By VENTX R-HSA-8853884,0.09309240170465724,10.693877551020408,25.38900533231373,['CCND1'],0.13990922000380174,0,0,0.8541536646015732,1
345,RET Signaling R-HSA-8853659,0.09536409657552716,10.419152276295133,24.485561288951835,['SRC'],0.14208425916296122,0,0,0.8474540328207724,1
346,Collagen Degradation R-HSA-1442490,0.09536409657552716,10.419152276295133,24.485561288951835,['MMP1'],0.14208425916296122,0,0,0.8474540328207724,1
347,Signaling By FGFR4 R-HSA-5654743,0.09536409657552716,10.419152276295133,24.485561288951835,['SRC'],0.14208425916296122,0,0,0.8474540328207724,1
348,Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955,0.09763021468476817,10.158163265306122,23.633660200289185,['SRC'],0.14421377426292897,0,0,0.8409932569488345,1
349,MTOR Signaling R-HSA-165159,0.09763021468476817,10.158163265306122,23.633660200289185,['RRAGA'],0.14421377426292897,0,0,0.8409932569488345,1
