rank,term,p_value,z_score,combined_score,overlap_genes,adjusted_p_value,old_p_value,old_adjusted_p_value,neg_log10_adj_p,overlap_count
350,Negative Regulation Of MAPK Pathway R-HSA-5675221,0.09763021468476817,10.158163265306122,23.633660200289185,['DUSP6'],0.14421377426292897,0,0,0.8409932569488345,1
351,Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168,0.09989076947033614,9.909905425584869,22.829231064333683,['HMGCS1'],0.14506608937124657,0,0,0.8384340963157125,1
352,RND1 GTPase Cycle R-HSA-9696273,0.09989076947033614,9.909905425584869,22.829231064333683,['KIF14'],0.14506608937124657,0,0,0.8384340963157125,1
353,Signaling By SCF-KIT R-HSA-1433557,0.09989076947033614,9.909905425584869,22.829231064333683,['SRC'],0.14506608937124657,0,0,0.8384340963157125,1
354,Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion R-HSA-381676,0.09989076947033614,9.909905425584869,22.829231064333683,['GNAS'],0.14506608937124657,0,0,0.8384340963157125,1
355,Vasopressin Regulates Renal Water Homeostasis Via Aquaporins R-HSA-432040,0.09989076947033614,9.909905425584869,22.829231064333683,['GNAS'],0.14506608937124657,0,0,0.8384340963157125,1
356,Kinesins R-HSA-983189,0.09989076947033614,9.909905425584869,22.829231064333683,['KIF20A'],0.14506608937124657,0,0,0.8384340963157125,1
357,RND2 GTPase Cycle R-HSA-9696270,0.10214577427941592,9.673469387755102,22.068611238785657,['KIF14'],0.14710129610712544,0,0,0.8323835006940015,1
358,Condensation Of Prophase Chromosomes R-HSA-2299718,0.10214577427941592,9.673469387755102,22.068611238785657,['PLK1'],0.14710129610712544,0,0,0.8323835006940015,1
359,SUMOylation Of Transcription Cofactors R-HSA-3899300,0.10214577427941592,9.673469387755102,22.068611238785657,['NRIP1'],0.14710129610712544,0,0,0.8323835006940015,1
360,TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008,0.10439524246477773,9.448030374940673,21.34849709415977,['CASP10'],0.1499231676508058,0,0,0.8241312503708361,1
361,SUMOylation Of DNA Replication Proteins R-HSA-4615885,0.10663918735293466,9.232838589981448,20.665901611884028,['PCNA'],0.15188005471478574,0,0,0.8184992550776364,1
362,TAK1-dependent IKK And NF-kappa-B Activation R-HSA-445989,0.10663918735293466,9.232838589981448,20.665901611884028,['NFKBIA'],0.15188005471478574,0,0,0.8184992550776364,1
363,Interleukin-10 Signaling R-HSA-6783783,0.10663918735293466,9.232838589981448,20.665901611884028,['CXCL2'],0.15188005471478574,0,0,0.8184992550776364,1
364,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,0.10887762220856746,9.02721088435374,20.018117808730278,['NRIP1'],0.15464211725777302,0,0,0.8106722128654781,1
365,G Alpha (Z) Signaling Events R-HSA-418597,0.11111056030365549,8.830523513753327,19.402687070536402,['GNAS'],0.1573812593890134,0,0,0.8030469837209404,1
366,Neutrophil Degranulation R-HSA-6798695,0.11173388603700889,2.6746739876458476,5.861909800062403,"['HSPA8', 'ALDOC', 'HSPA1A']",0.15783174612331582,0,0,0.8018056387722491,3
367,NOTCH1 Intracellular Domain Regulates Transcription R-HSA-2122947,0.11333801483691312,8.642205818497612,18.81737166641443,['MYC'],0.1588949986555809,0,0,0.7988897723361481,1
368,Mitotic Anaphase R-HSA-68882,0.11438014460998691,3.572463768115942,7.745915171502187,"['CDC20', 'PLK1']",0.1588949986555809,0,0,0.7988897723361481,2
369,Mitotic Metaphase And Anaphase R-HSA-2555396,0.11519321801475478,3.5568181818181817,7.686797709159083,"['CDC20', 'PLK1']",0.1588949986555809,0,0,0.7988897723361481,2
370,RMTs Methylate Histone Arginines R-HSA-3214858,0.11555999902224065,8.46173469387755,18.260130793597916,['CCND1'],0.1588949986555809,0,0,0.7988897723361481,1
371,Signaling By EGFR R-HSA-177929,0.11555999902224065,8.46173469387755,18.260130793597916,['SRC'],0.1588949986555809,0,0,0.7988897723361481,1
372,Signaling By ERBB2 R-HSA-1227986,0.11555999902224065,8.46173469387755,18.260130793597916,['SRC'],0.1588949986555809,0,0,0.7988897723361481,1
373,EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665,0.11555999902224065,8.46173469387755,18.260130793597916,['SRC'],0.1588949986555809,0,0,0.7988897723361481,1
374,Signaling By FGFR1 R-HSA-5654736,0.11555999902224065,8.46173469387755,18.260130793597916,['SRC'],0.1588949986555809,0,0,0.7988897723361481,1
375,Signaling By NOTCH3 R-HSA-9012852,0.11555999902224065,8.46173469387755,18.260130793597916,['IKZF1'],0.1588949986555809,0,0,0.7988897723361481,1
376,Netrin-1 Signaling R-HSA-373752,0.11555999902224065,8.46173469387755,18.260130793597916,['SRC'],0.1588949986555809,0,0,0.7988897723361481,1
377,Aquaporin-mediated Transport R-HSA-445717,0.1177765260040411,8.28862973760933,17.7290996615035,['GNAS'],0.16108588344997155,0,0,0.7929425167403269,1
378,Neurotransmitter Release Cycle R-HSA-112310,0.1177765260040411,8.28862973760933,17.7290996615035,['HSPA8'],0.16108588344997155,0,0,0.7929425167403269,1
379,Chromatin Modifying Enzymes R-HSA-3247509,0.11928116627690166,3.4805790960451977,7.400657287256659,"['CCND1', 'JADE2']",0.16271335874711915,0,0,0.7885767900748444,2
380,Ubiquitin-dependent Degradation Of Cyclin D R-HSA-75815,0.11998760892209076,8.122448979591837,17.22257115519733,['CCND1'],0.16324629950716033,0,0,0.7871566545970569,1
381,Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927,0.12219326087078625,7.9627851140456185,16.738979733033663,['CCND1'],0.16494495005273235,0,0,0.7826609762556777,1
382,Signaling By PDGF R-HSA-186797,0.12219326087078625,7.9627851140456185,16.738979733033663,['SRC'],0.16494495005273235,0,0,0.7826609762556777,1
383,Formation Of TC-NER Pre-Incision Complex R-HSA-6781823,0.12219326087078625,7.9627851140456185,16.738979733033663,['USP7'],0.16494495005273235,0,0,0.7826609762556777,1
384,"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",0.12439349491287167,7.8092621664050235,16.276887238960814,['HMOX1'],0.16704269316871337,0,0,0.7771725166490827,1
385,Nuclear Envelope Breakdown R-HSA-2980766,0.12439349491287167,7.8092621664050235,16.276887238960814,['PLK1'],0.16704269316871337,0,0,0.7771725166490827,1
386,Transmission Across Chemical Synapses R-HSA-112315,0.12589722864430564,3.3650956284153004,6.973451834282437,"['HSPA8', 'SRC']",0.16862400831374616,0,0,0.7730805914201684,2
387,Regulation Of RUNX3 Expression And Activity R-HSA-8941858,0.1265883240687765,7.661532537543319,15.834970375184442,['SRC'],0.1686756792359728,0,0,0.7729475323193051,1
388,SCF-beta-TrCP Mediated Degradation Of Emi1 R-HSA-174113,0.1265883240687765,7.661532537543319,15.834970375184442,['CDC20'],0.1686756792359728,0,0,0.7729475323193051,1
389,Amino Acids Regulate mTORC1 R-HSA-9639288,0.12877776139221664,7.519274376417234,15.412009607623004,['RRAGA'],0.17027647733958057,0,0,0.7688453430368707,1
390,ECM Proteoglycans R-HSA-3000178,0.12877776139221664,7.519274376417234,15.412009607623004,['SERPINE1'],0.17027647733958057,0,0,0.7688453430368707,1
391,Golgi Associated Vesicle Biogenesis R-HSA-432722,0.12877776139221664,7.519274376417234,15.412009607623004,['HSPA8'],0.17027647733958057,0,0,0.7688453430368707,1
392,Chemokine Receptors Bind Chemokines R-HSA-380108,0.13096181981447472,7.382189239332097,15.00687933540933,['CXCL2'],0.17272260419409038,0,0,0.7626508226272931,1
393,"Platelet Activation, Signaling And Aggregation R-HSA-76002",0.1326007221403683,3.2569444444444446,6.58037209866169,"['SRC', 'SERPINE1']",0.17382233548346773,0,0,0.7598944191763238,2
394,Cytoprotection By HMOX1 R-HSA-9707564,0.13314051228520932,7.25,14.618539131965724,['HMOX1'],0.17382233548346773,0,0,0.7598944191763238,1
395,Signaling By ERBB4 R-HSA-1236394,0.13314051228520932,7.25,14.618539131965724,['SRC'],0.17382233548346773,0,0,0.7598944191763238,1
396,NCAM Signaling For Neurite Out-Growth R-HSA-375165,0.13314051228520932,7.25,14.618539131965724,['SRC'],0.17382233548346773,0,0,0.7598944191763238,1
397,Constitutive Signaling By NOTCH1 HD+PEST Domain Mutants R-HSA-2894862,0.13531385173981347,7.122448979591836,14.246025949065045,['MYC'],0.1762147641044926,0,0,0.7539577071584126,1
398,Iron Uptake And Transport R-HSA-917937,0.1374818510452552,6.9992962702322306,13.8884471557023,['HMOX1'],0.17858823364421342,0,0,0.7481471581671016,1
399,FCGR3A-mediated Phagocytosis R-HSA-9664422,0.13964452305344063,6.88031822898651,13.544974303558986,['SRC'],0.18049054604657203,0,0,0.7435455411673723,1
400,Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722,0.13964452305344063,6.88031822898651,13.544974303558986,['MYC'],0.18049054604657203,0,0,0.7435455411673723,1
401,Post NMDA Receptor Activation Events R-HSA-438064,0.1418018805927374,6.76530612244898,13.214837540593157,['SRC'],0.18236709519016228,0,0,0.7390535194422616,1
402,Ca2+ Pathway R-HSA-4086398,0.1418018805927374,6.76530612244898,13.214837540593157,['MYC'],0.18236709519016228,0,0,0.7390535194422616,1
403,Pre-NOTCH Transcription And Translation R-HSA-1912408,0.14395393646955568,6.654064904650385,12.897320592663672,['CCND1'],0.18376342013521058,0,0,0.7357409348133194,1
404,Signaling By BRAF And RAF1 Fusions R-HSA-6802952,0.14395393646955568,6.654064904650385,12.897320592663672,['SRC'],0.18376342013521058,0,0,0.7357409348133194,1
405,MAP Kinase Activation R-HSA-450294,0.14395393646955568,6.654064904650385,12.897320592663672,['DUSP6'],0.18376342013521058,0,0,0.7357409348133194,1
406,Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949,0.1461007034145454,6.54641211323239,12.591756250239605,['NFKBIA'],0.18558738001307115,0,0,0.7314515592433863,1
407,Signaling By MET R-HSA-6806834,0.1461007034145454,6.54641211323239,12.591756250239605,['SRC'],0.18558738001307115,0,0,0.7314515592433863,1
408,RAF/MAP Kinase Cascade R-HSA-5673001,0.1471093354764479,3.0484820322180917,5.842657223789323,"['SRC', 'DUSP6']",0.18641060402285184,0,0,0.7295293863080996,2
409,FOXO-mediated Transcription R-HSA-9614085,0.15037842149138922,6.341198979591836,12.01403781811508,['CDKN1A'],0.18962352173426397,0,0,0.7221077918619271,1
410,Mitochondrial Protein Import R-HSA-1268020,0.15037842149138922,6.341198979591836,12.01403781811508,['TIMM9'],0.18962352173426397,0,0,0.7221077918619271,1
411,MAPK1/MAPK3 Signaling R-HSA-5684996,0.15230784727377386,2.981060606060606,5.609913359099665,"['SRC', 'DUSP6']",0.19137708435291018,0,0,0.7181100662190246,2
412,Activation Of NF-kappaB In B Cells R-HSA-1169091,0.15250939797562668,6.243328100470958,11.740759916332207,['NFKBIA'],0.19137708435291018,0,0,0.7181100662190246,1
413,APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154,0.15463513630999146,6.148423005565863,11.477180657220888,['CDC20'],0.19357473479967452,0,0,0.713151327054057,1
414,Costimulation By CD28 Family R-HSA-388841,0.15675564908065587,6.0563508985683825,11.222824361971771,['SRC'],0.19575524293405575,0,0,0.708286597357698,1
415,Orc1 Removal From Chromatin R-HSA-68949,0.15887094888113906,5.966986794717887,10.977245117600177,['CCNA2'],0.1964982788793036,0,0,0.7066412492401813,1
416,Glycolysis R-HSA-70171,0.15887094888113906,5.966986794717887,10.977245117600177,['ALDOC'],0.1964982788793036,0,0,0.7066412492401813,1
417,Interleukin-17 Signaling R-HSA-448424,0.15887094888113906,5.966986794717887,10.977245117600177,['DUSP6'],0.1964982788793036,0,0,0.7066412492401813,1
418,Loss Of Nlp From Mitotic Centrosomes R-HSA-380259,0.15887094888113906,5.966986794717887,10.977245117600177,['PLK1'],0.1964982788793036,0,0,0.7066412492401813,1
419,Diseases Of Programmed Cell Death R-HSA-9645723,0.16308595979881008,5.795918367346939,10.51076961698872,['CDC25B'],0.20075105051424955,0,0,0.6973421734149202,1
420,trans-Golgi Network Vesicle Budding R-HSA-199992,0.16308595979881008,5.795918367346939,10.51076961698872,['HSPA8'],0.20075105051424955,0,0,0.6973421734149202,1
421,Extracellular Matrix Organization R-HSA-1474244,0.1645775944204501,2.834630911188005,5.114731825200278,"['MMP1', 'SERPINE1']",0.20094354067184447,0,0,0.6969259496394589,2
422,AURKA Activation By TPX2 R-HSA-8854518,0.16518569591012358,5.713998275366484,10.289111031016239,['PLK1'],0.20094354067184447,0,0,0.6969259496394589,1
423,CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017,0.16518569591012358,5.713998275366484,10.289111031016239,['CCNA2'],0.20094354067184447,0,0,0.6969259496394589,1
424,Signaling By FGFR2 R-HSA-5654738,0.16518569591012358,5.713998275366484,10.289111031016239,['SRC'],0.20094354067184447,0,0,0.6969259496394589,1
425,Interferon Alpha/Beta Signaling R-HSA-909733,0.16518569591012358,5.713998275366484,10.289111031016239,['EGR1'],0.20094354067184447,0,0,0.6969259496394589,1
426,Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755,0.16936969182663447,5.556891249650545,9.867213018330611,['SRC'],0.20506822171983613,0,0,0.6881016346146009,1
427,Signaling By NOTCH1 R-HSA-1980143,0.16936969182663447,5.556891249650545,9.867213018330611,['MYC'],0.20506822171983613,0,0,0.6881016346146009,1
428,Regulation Of Insulin Secretion R-HSA-422356,0.1756071809118701,5.336734693877551,9.283280446293812,['GNAS'],0.21212362740989915,0,0,0.6734109548580525,1
429,Pre-NOTCH Expression And Processing R-HSA-1912422,0.17767612543797884,5.267161410018553,9.10056411919043,['CCND1'],0.2126355482672108,0,0,0.6723641286851259,1
430,COPI-dependent Golgi-to-ER Retrograde Traffic R-HSA-6811434,0.17767612543797884,5.267161410018553,9.10056411919043,['KIF20A'],0.2126355482672108,0,0,0.6723641286851259,1
431,Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530,0.17767612543797884,5.267161410018553,9.10056411919043,['SRC'],0.2126355482672108,0,0,0.6723641286851259,1
432,FCERI Mediated NF-kB Activation R-HSA-2871837,0.17767612543797884,5.267161410018553,9.10056411919043,['NFKBIA'],0.2126355482672108,0,0,0.6723641286851259,1
433,Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372,0.17973998119355442,5.199372056514914,8.923391206941128,['NFKBIA'],0.21460870733733864,0,0,0.6683526613456379,1
434,Processing Of DNA Double-Strand Break Ends R-HSA-5693607,0.181798760490535,5.133298889175924,8.751529842637671,['CCNA2'],0.21606887166346345,0,0,0.6654077959976066,1
435,Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320,0.181798760490535,5.133298889175924,8.751529842637671,['PLK1'],0.21606887166346345,0,0,0.6654077959976066,1
436,Centrosome Maturation R-HSA-380287,0.18385247549919195,5.0688775510204085,8.584760541358477,['PLK1'],0.21800855466303265,0,0,0.6615264643309202,1
437,Platelet Homeostasis R-HSA-418346,0.18794476153579323,4.944748631159781,8.265677319811374,['GNAS'],0.222351125203673,0,0,0.6529606684704559,1
438,Membrane Trafficking R-HSA-199991,0.18840072718999262,2.0727545337712407,3.4598088219031076,"['HSPA8', 'SRC', 'KIF20A']",0.2223816802676397,0,0,0.6529009926582263,3
439,Degradation Of Beta-Catenin By Destruction Complex R-HSA-195253,0.1899833569114356,4.884927464961889,8.112979399077096,['MYC'],0.22373894196631483,0,0,0.6502584199748918,1
440,Signaling By FGFR R-HSA-190236,0.19404551285483848,4.769507803121249,7.820383303288144,['SRC'],0.22800347760443523,0,0,0.6420585289078861,1
441,Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942,0.19606909758966404,4.713811105837684,7.6801565438185,['PLK1'],0.22933874084582875,0,0,0.6395225762582036,1
442,Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,0.19606909758966404,4.713811105837684,7.6801565438185,['SRC'],0.22933874084582875,0,0,0.6395225762582036,1
443,ER-Phagosome Pathway R-HSA-1236974,0.20010134077429026,4.6062152133580705,7.411084001248333,['TLR4'],0.23300088554123438,0,0,0.6326424283948361,1
444,Glucose Metabolism R-HSA-70326,0.20010134077429026,4.6062152133580705,7.411084001248333,['ALDOC'],0.23300088554123438,0,0,0.6326424283948361,1
445,GPCR Downstream Signaling R-HSA-388396,0.20115788995666664,2.003384912959381,3.2127585811961348,"['SRC', 'GNAS', 'CXCL2']",0.23370478451145313,0,0,0.6313323964410944,3
446,Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756,0.20211002319239676,4.55423068103646,7.281955543769811,['CCNA2'],0.2337603623947855,0,0,0.6312291281297749,1
447,Switching Of Origins To A Post-Replicative State R-HSA-69052,0.20211002319239676,4.55423068103646,7.281955543769811,['CCNA2'],0.2337603623947855,0,0,0.6312291281297749,1
448,EPH-Ephrin Signaling R-HSA-2682334,0.20411376209311863,4.503401360544218,7.156255051106618,['SRC'],0.2355509263440677,0,0,0.6279151834854976,1
449,Class B/2 (Secretin Family Receptors) R-HSA-373080,0.20611256943631576,4.453689167974883,7.03385741012878,['GNAS'],0.237327836077005,0,0,0.6246513205873241,1
450,Oxidative Stress Induced Senescence R-HSA-2559580,0.2081064570390282,4.40505767524401,6.914643337844717,['E2F2'],0.23856106050815426,0,0,0.6224004432580504,1
451,VEGFA-VEGFR2 Pathway R-HSA-4420097,0.2081064570390282,4.40505767524401,6.914643337844717,['SRC'],0.23856106050815426,0,0,0.6224004432580504,1
452,Downstream TCR Signaling R-HSA-202424,0.2100954368002021,4.357472021066491,6.79849904676328,['NFKBIA'],0.24030827616306302,0,0,0.6192312719341124,1
453,P75 NTR Receptor-Mediated Signaling R-HSA-193704,0.2120795205832498,4.310898827616153,6.685315939697291,['NFKBIA'],0.24204219015792527,0,0,0.6161089259379323,1
454,Vesicle-mediated Transport R-HSA-5653656,0.21281786745617723,1.9446942747835425,3.009061547678331,"['HSPA8', 'SRC', 'KIF20A']",0.24234986227939126,0,0,0.6155572227384879,3
455,Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912,0.2160330472811356,4.220663265306122,6.46742313757927,['PLK1'],0.2454705174601035,0,0,0.6100006618843331,1
456,Hedgehog Off State R-HSA-5610787,0.21800251374840374,4.176940879444562,6.362519703204576,['GNAS'],0.24714409763510814,0,0,0.6070497570223911,1
457,Infectious Disease R-HSA-5663205,0.2184619973292929,1.7257734768979147,2.625148597475741,"['SRC', 'GNAS', 'HMOX1', 'HSPA1A']",0.24714409763510814,0,0,0.6070497570223911,4
458,TNFR2 Non-Canonical NF-kB Pathway R-HSA-5668541,0.22192691156038513,4.092145949288806,6.1603458876211565,['CD40'],0.2505157495124871,0,0,0.6011649655597939,1
459,Signaling By VEGF R-HSA-194138,0.2258320069783284,4.010709234188725,5.967790506031058,['SRC'],0.2543685133067446,0,0,0.5945366483044401,1
460,Antigen processing-Cross Presentation R-HSA-1236975,0.22971789307458146,3.932435109966317,5.78423168094792,['TLR4'],0.25762288659340266,0,0,0.589015557928259,1
461,MHC Class II Antigen Presentation R-HSA-2132295,0.22971789307458146,3.932435109966317,5.78423168094792,['KIF20A'],0.25762288659340266,0,0,0.589015557928259,1
462,Integration Of Energy Metabolism R-HSA-163685,0.23165366154685363,3.8944270015698588,5.6956456810845415,['GNAS'],0.2589618125616894,0,0,0.5867642738202465,1
463,Metabolism Of RNA R-HSA-8953854,0.23191357682023633,1.8568402811206315,2.7135687290625214,"['HSPA8', 'MYC', 'HSPA1A']",0.2589618125616894,0,0,0.5867642738202465,3
464,HATs Acetylate Histones R-HSA-3214847,0.2335846623503299,3.857142857142857,5.6090983677319475,['JADE2'],0.2602656690412081,0,0,0.5845831147538882,1
465,Phase II - Conjugation Of Compounds R-HSA-156580,0.23551090700841826,3.8205621871390067,5.524525481436682,['CHAC1'],0.2618476105878543,0,0,0.5819513847689666,1
466,Degradation Of Extracellular Matrix R-HSA-1474228,0.23934917373986106,3.749433106575964,5.361058744932435,['MMP1'],0.26497542360494253,0,0,0.5767944048847782,1
467,Signaling By B Cell Receptor (BCR) R-HSA-983705,0.23934917373986106,3.749433106575964,5.361058744932435,['NFKBIA'],0.26497542360494253,0,0,0.5767944048847782,1
468,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,0.24377763646529865,2.169104609929078,3.061688543492615,"['CDC20', 'TLR4']",0.2693013633601697,0,0,0.5697614479316022,2
469,Golgi-to-ER Retrograde Transport R-HSA-8856688,0.24507118869589983,3.647545504688362,5.129202360192396,['KIF20A'],0.26957830756548984,0,0,0.5693150575508032,1
470,Mitotic Prophase R-HSA-68875,0.24507118869589983,3.647545504688362,5.129202360192396,['PLK1'],0.26957830756548984,0,0,0.5693150575508032,1
471,Signaling By GPCR R-HSA-372790,0.24728991936878536,1.7924446374294398,2.5043926562324472,"['SRC', 'GNAS', 'CXCL2']",0.27144137646212746,0,0,0.5663239510773845,3
472,Interleukin-1 Signaling R-HSA-9020702,0.24886240785882746,3.582625970742279,4.982913653406146,['NFKBIA'],0.2725886967436733,0,0,0.5644921567318175,1
473,Neuronal System R-HSA-112316,0.2512038700704575,2.123046875,2.9329689576105165,"['HSPA8', 'SRC']",0.27457167193747684,0,0,0.5613442717455206,2
474,PPARA Activates Gene Expression R-HSA-1989781,0.25263496658997786,3.5199645075421473,4.8428011439058265,['HMGCS1'],0.2749732162674075,0,0,0.5607096065106806,1
475,TCR Signaling R-HSA-202403,0.25263496658997786,3.5199645075421473,4.8428011439058265,['NFKBIA'],0.2749732162674075,0,0,0.5607096065106806,1
476,Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206,0.2563889548341396,3.4594453165881736,4.708511372057024,['HMGCS1'],0.2784728774143911,0,0,0.5552170976639635,1
477,Cell-Cell Communication R-HSA-1500931,0.26012446216628154,3.4009603841536613,4.579716458908873,['SRC'],0.2819378342556972,0,0,0.5498466406734658,1
478,Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,0.26569326637698776,3.3168283706925394,4.396166676729281,['MMP1'],0.2867712290540766,0,0,0.5424644223551087,1
479,Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,0.26569326637698776,3.3168283706925394,4.396166676729281,['CD40'],0.2867712290540766,0,0,0.5424644223551087,1
480,Platelet Degranulation R-HSA-114608,0.2693829605231016,3.263001974983542,4.279822783786303,['SERPINE1'],0.29014789706342403,0,0,0.5373805727715529,1
481,DNA Replication Pre-Initiation R-HSA-69002,0.2730544838638846,3.2108843537414966,4.167997377843627,['POLE2'],0.2934909940907034,0,0,0.5324052207425002,1
482,Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,0.2785278903472666,3.135738016136687,4.008216604624779,['SERPINE1'],0.2981344085083579,0,0,0.5255878979594982,1
483,Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202,0.2785278903472666,3.135738016136687,4.008216604624779,['NFKBIA'],0.2981344085083579,0,0,0.5255878979594982,1
484,Developmental Biology R-HSA-1266738,0.27993236763240126,1.535852279659983,1.9554582561010412,"['HSPA8', 'CDKN1A', 'SRC', 'MYC']",0.2988402505436501,0,0,0.5245609081560866,4
485,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821,0.28034336849839514,3.111459968602826,3.956968446025251,['GNAS'],0.2988402505436501,0,0,0.5245609081560866,1
486,Signaling By Hedgehog R-HSA-5358351,0.2875606166970605,3.0179713676515383,3.7613629045399737,['GNAS'],0.30590296056045324,0,0,0.5144163198481219,1
487,Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231,0.289353816496661,2.99546485260771,3.7146911242229477,['KIF20A'],0.3071784869173998,0,0,0.5126092031594737,1
488,Beta-catenin Independent WNT Signaling R-HSA-3858494,0.30002049698269956,2.8671298306556667,3.4517504575709377,['MYC'],0.3171995847444901,0,0,0.4986673899020207,1
489,Clathrin-mediated Endocytosis R-HSA-8856828,0.30002049698269956,2.8671298306556667,3.4517504575709377,['HSPA8'],0.3171995847444901,0,0,0.4986673899020207,1
490,RHO GTPase Cycle R-HSA-9012999,0.3023292871863985,1.8518413059984813,2.215243867404547,"['SRC', 'KIF14']",0.31898824790891434,0,0,0.4962253168247184,2
491,Interleukin-1 Family Signaling R-HSA-446652,0.31745063788071526,2.6759021489390458,3.0704182805545575,['NFKBIA'],0.3342282530734463,0,0,0.47595684099179586,1
492,GPCR Ligand Binding R-HSA-500792,0.31806634528459493,1.78125,2.0404134763926542,"['GNAS', 'CXCL2']",0.3342282530734463,0,0,0.47595684099179586,2
493,Cellular Response To Starvation R-HSA-9711097,0.3191700762858281,2.6581632653061225,3.0357052873752,['RRAGA'],0.3347077676263147,0,0,0.4753342087712887,1
494,Influenza Infection R-HSA-168255,0.3260054815208176,2.5894819466248036,2.902397750177957,['HSPA1A'],0.34118387438514713,0,0,0.4670115033868283,1
495,Apoptosis R-HSA-109581,0.3608027143922477,2.279833967485299,2.3241173885161555,['TLR4'],0.3768383905874587,0,0,0.42384485967166075,1
496,mRNA Splicing - Major Pathway R-HSA-72163,0.36562778723674233,2.241496598639456,2.2552581276159067,['HSPA8'],0.3803411790772551,0,0,0.4198266515070195,1
497,Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442,0.36562778723674233,2.241496598639456,2.2552581276159067,['KIF20A'],0.3803411790772551,0,0,0.4198266515070195,1
498,Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,0.36722819876446505,2.2289998872477166,2.2329492942532405,['SRC'],0.3812389131751575,0,0,0.41880277719758285,1
499,Cilium Assembly R-HSA-5617833,0.3735903703808139,2.1803640375068944,2.146776288649915,['PLK1'],0.3864998226824009,0,0,0.4128507009903458,1
500,Axon Guidance R-HSA-422475,0.373790931027467,1.5661669890393295,1.5412001663600712,"['HSPA8', 'SRC']",0.3864998226824009,0,0,0.4128507009903458,2
501,mRNA Splicing R-HSA-72172,0.37832081798382067,2.1452453321754232,2.085205747179162,['HSPA8'],0.3904029199553598,0,0,0.40848694275801534,1
502,Peptide Ligand-Binding Receptors R-HSA-375276,0.38922280309567664,2.0675039246467817,1.9509036102620232,['CXCL2'],0.40085296653479047,0,0,0.3970148980341055,1
503,TCF Dependent Signaling In Response To WNT R-HSA-201681,0.39230309216925463,2.0463068476121413,1.914771355908193,['MYC'],0.4032220649135281,0,0,0.3944557106696861,1
504,Interferon Signaling R-HSA-913531,0.39536815575105444,2.025535842477695,1.8795714928238214,['EGR1'],0.40556614389542683,0,0,0.3919383064683412,1
505,Nervous System Development R-HSA-9675108,0.39704122421050797,1.4891804788213627,1.3755785907631732,"['HSPA8', 'SRC']",0.4064758671620448,0,0,0.39096523375866205,2
506,Metabolism R-HSA-1430728,0.40655200701499994,1.1952342811373649,1.075762749667532,"['HMGCS1', 'INSIG1', 'GNAS', 'HMOX1', 'ALDOC', 'CHAC1']",0.4153900941240217,0,0,0.3815438643694595,6
507,Programmed Cell Death R-HSA-5357801,0.4074776246816245,1.9464655427388347,1.7474769232350262,['TLR4'],0.4155146586990136,0,0,0.38141365038817926,1
508,Signaling By ROBO Receptors R-HSA-376176,0.4089744952578169,1.9370094191522762,1.731884932549588,['SRC'],0.41622010639427426,0,0,0.38067694410235997,1
509,Biological Oxidations R-HSA-211859,0.4222806321196029,1.8558262014483213,1.5998802666710514,['CHAC1'],0.42891765580714086,0,0,0.36762607625615873,1
510,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,0.4563449373288627,1.6689812854602422,1.3093263562491473,['HSPA8'],0.46260849529220005,0,0,0.33478639615543826,1
511,Organelle Biogenesis And Maintenance R-HSA-1852241,0.49998856915552436,1.4655146730224937,1.0158508681983662,['PLK1'],0.5058592764254523,0,0,0.29597028152360516,1
